,UNIQUE-ID,COMMON-NAME,ENZYME,REACTION,ALTERNATIVE-SUBSTRATES
215,ENZRXN0-2381,UDP-glucuronate dehydrogenase,CPLX0-7718,['RXN0-1861'],['(5-BETA-L-THREO-PENTAPYRANOSYL-4-ULOSE- CPD-12548)']
216,ENZRXN-13342,(+)-&beta;-barbatene synthase,AT5G44630-MONOMER,['RXN-8421'],N/A
217,ENZRXN-21625,uridine-5'-monophosphate:2-oxoglutarate dioxygenase,MONOMER-17977,['RXN-14397'],N/A
218,ENZRXN0-3541,2-<i>O</i>-&alpha;-mannosyl-D-glycerate specific PTS enzyme II,HRSA-MONOMER,['RXN0-2522'],N/A
219,ENZRXN-19432,11-<i>cis</i> retinol dehydrogenase,CPLX-8338,['RXN-12551'],N/A
220,ENZRXN-21763,oleate 12-hydroxylase,MONOMER-15396,['RXN-16148'],N/A
221,TRANS-ENZRXN-169,transport and phosphorylation of D-sorbitol,CPLX-169,['TRANS-RXN-169'],N/A
222,ENZRXN-19603,linoleate 9<i>S</i>-lipoxygenase,MONOMER-16850,['RXN-8495'],N/A
223,ENZRXN3O-6000,dihydroxyacetone phosphate acyltransferase,MONOMER3O-4105,['2.3.1.42-RXN'],N/A
224,ENZRXN66-1138,phosphoglycerate kinase,HS10215-MONOMER,['PHOSGLYPHOS-RXN'],N/A
225,ENZRXN-23979,<i>L</i>-tyrosinase monooxygenase (soluble),MONOMER-19380,['RXN-5861'],N/A
226,ENZRXN-24113,"3,5-xylenol methylhydroxylase",CPLX-2544,['RXN-16952'],N/A
227,ENZRXN-2202,tetrachlorohydroquinone reductive dehalogenase,CPLX-1581,['TECH1REDHAL-RXN'],N/A
228,ENZRXN-22158,maltose transporter,AT1G22710-MONOMER,['TRANS-RXN-245'],N/A
229,ASPS-ENZRXN,aspartate&mdash;tRNA ligase,ASPS-CPLX,['ASPARTATE--TRNA-LIGASE-RXN'],N/A
230,ENZRXN-10081,D-arabinose isomerase,CPLX-5901,['DARABISOM-RXN'],N/A
231,ENZRXN-12585,(3S)-3-hydroxyacyl-CoA hydro-lyase,MONOMER-12057,['ENOYL-COA-HYDRAT-RXN'],N/A
232,ENZRXN-15779,lupeol synthase,MONOMER-14452,['RXN-111'],N/A
233,ENZRXN-15635,4-chloro-2-methylphenoxyacetate dioxygenase,MONOMER-14384,['RXN-9864'],N/A
234,ENZRXN-13569,&gamma;-terpinene synthase,MONOMER-12775,['RXN-8547'],N/A
235,ENZRXN-13424,phosphoglucose isomerase,AT4G24620-MONOMER,['PGLUCISOM-RXN'],N/A
236,ENZRXN-18466,hydroxybenzoquinone reductase,CPLX-8202,['1.6.5.7-RXN'],N/A
237,ENZRXN-18306,poly(3-hydroxybutyrate) depolymerase,MONOMER-15977,['3.1.1.75-RXN'],N/A
238,ENZRXN-16329,2-oxopent-4-enoate hydratase,MONOMER-14738,['2-OXOPENT-4-ENOATE-HYDRATASE-RXN'],N/A
239,ENZRXN-16103,acetyl-CoA <i>C</i>-acetyltransferase,CPLX-7788,['ACETYL-COA-ACETYLTRANSFER-RXN'],N/A
240,ENZRXN66-2138,NAD(P)H dehydrogenase (quinone),HS11566-MONOMER,['NQOR-RXN'],N/A
241,ENZRXN-26354,<i>S</i>-methylglutathione &gamma;-glutamate hydrolase,CPLX66-414,['RXN-19608'],N/A
242,ENZRXN-26486,ginsenoside F1 6-<i>O</i>-glucosyltransferase,MONOMER-20535,['RXN-19700'],N/A
243,ENZRXN-24352,<i>N</i>-acetyldemethylphosphinothricinyl-transferase,MONOMER-19616,['RXN-17192'],N/A
244,ENZRXN-24495,3-amino-4-hydroxybenzoate adenylyltransferase,MONOMER-19679,['RXN-17361'],"['(CPD-14873 P-AMINO-BENZOATE)', '(CPD-14873 |4-hydroxybenzoate|)', '(CPD-14873 CPD-14885)']"
245,ENZRXN0-6293,alanine racemase,CPLX0-7465,['ALARACECAT-RXN'],N/A
246,ENZRXN0-6517,mannose isomerase,CPLX0-7683,['MANNOSE-ISOMERASE-RXN'],"['(CPD-15382 D-XYLULOSE)', '(CPD-15373 CPD-227)']"
247,ENZRXN-26726,scopoletin 8-hydroxylase,AT3G12900-MONOMER,['RXN-20027'],N/A
248,ENZRXN-2983,carbamate kinase,MONOMER-663,['RXN-14196'],N/A
249,ENZRXN-19901,L-olivosyl-oleandolide 3-<i>O</i>-methyltransferase,CPLX-8413,['RXN-12802'],['(CPD-13826 CPD-13837)']
250,ENZRXN-20046,furoyl-CoA dehydrogenase,CPLX-8442,['2-FUROYL-COA-DEHYDROGENASE-RXN'],N/A
251,ENZRXN66-19628,resolvin E2 synthase,HS03372-MONOMER,['RXN66-520'],N/A
252,ENZRXN0-7675,maltopentaose glucosidase,MALTODEXGLUCOSID-MONOMER,['RXN-14281'],N/A
253,ENZRXN0-7500,transport of glycine betaine,CPLX0-7533,['TRANS-RXN0-490'],N/A
254,ENZRXN-22565,octadecanal decarbonylase,MONOMER-18500,['RXN-15324'],N/A
255,ENZRXN-22416,glycerophosphocholine cholinephosphodiesterase,MONOMER-18419,['3.1.4.38-RXN'],"['(L-1-GLYCERO-PHOSPHORYLCHOLINE |2-Lysophosphatidylcholines|)', '(L-1-GLYCERO-PHOSPHORYLCHOLINE GLYCEROL-3P)', '(L-1-GLYCERO-PHOSPHORYLCHOLINE L-1-GLYCEROPHOSPHORYLETHANOL-AMINE)']"
256,ENZRXN-20447,3-oxo-icosatrienoyl-CoA synthase,MONOMER-16977,['RXN-13442'],N/A
257,ENZRXN-20314,3-oxo-cerotoyl-CoA synthase,MONOMER3O-70,['RXN-13296'],N/A
258,ENZRXN-13980,4-imidazolonase,MONOMER-13129,['R63-RXN'],N/A
259,ENZRXN-13837,sinapoyl-CoA:tyramine N-(hydroxycinnamoyl)transferase,MONOMER-12990,['RXN-8714'],N/A
260,ENZRXN-16791,2-amino 3-carboxymuconate 6-semialdehyde decarboxylase,HS14455-MONOMER,['AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN'],N/A
261,ENZRXN-16635,(E)-beta-caryophyllene synthase,MONOMER-14918,['RXN-8414'],N/A
262,ENZRXN66-5927,4-acetamidobutanal dehydrogenase,HS01061-MONOMER,['RXN-37'],N/A
263,ENZRXN66-4283,glycogen phosphorylase,CPLX66-318,['GLYCOPHOSPHORYL-RXN'],N/A
264,ENZRXN-24918,"((1R,10aS)-1,4,10,10a-tetrahydrophenazine-1,6-dicarboxylate oxidase",CPLX-8210,['RXN-17685'],N/A
265,ENZRXN-24743,2-hydroxyisobutanoyl-CoA mutase,CPLX-9107,['RXN-17605'],N/A
266,ENZRXN-22956,fatty acid (&omega;-1)-hydroxylase,MONOMER-18770,['RXN-16394'],"['(|Long-Chain-Fatty-Acids| CPD-10514)', '(|Long-Chain-Fatty-Acids| ARACHIDONIC_ACID)', '(|Long-Chain-Fatty-Acids| OLEATE-CPD)', '(|Long-Chain-Fatty-Acids| PALMITATE)', '(|Long-Chain-Fatty-Acids| CPD-9245)', '(|Long-Chain-Fatty-Acids| STEARIC_ACID)', '(|Long-Chain-Fatty-Acids| LINOLEIC_ACID)']"
267,ENZRXN-22817,quercetagetin 6<i>O</i>-methyltransferase,CPLX-8859,['RXN-13900'],N/A
268,ENZRXN-14386,hydroxyisourate hydrolase,MONOMER-13506,['3.5.2.17-RXN'],N/A
269,ENZRXN-14225,"3-hydroxyanthranilate 3,4-dioxygenase",CPLX-7480,['1.13.11.6-RXN'],N/A
270,ENZRXN-17187,<i>myo</i>-inositol 3-kinase,MONOMER-15196,['MYO-INOSITOL-1-KINASE-RXN'],['(ATP CTP)']
271,ENZRXN-17045,"inositol-1,3,4,5-tetrakisphosphate 5-phosphatase",HS09233-MONOMER,['RXN-8730'],N/A
272,ENZRXNQT-12840,NAD+-dependent isocitrate dehydrogenase,CPLXQT-51,['ISOCITRATE-DEHYDROGENASE-NAD+-RXN'],N/A
273,ENZRXN-427,"hydrogenobyrinate a,c-diamide synthase",CPLX-324,['R341-RXN'],['(GLN AMMONIA)']
274,ENZRXN-5242,ascorbate peroxidase,MONOMER-5102,['RXN-3521'],N/A
275,ENZRXN-25163,"UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine 5,6-dehydratase",MONOMER-20034,['RXN-18068'],N/A
276,ENZRXN-25302,B type 2 antigen 3-L-fucosyltransferase,HS10249-MONOMER,['RXN-18251'],N/A
277,ENZRXN0-8064,L-isoleucine:H<sup>+</sup> antiport,B4141-MONOMER,['TRANS-RXN-281'],N/A
278,ENZRXN-11855,benzoylformate decarboxylase,MONOMER-11530,['HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN'],N/A
279,ENZRXN-6404,dihydrozeatin UDP glycosyltransferase,AT5G05860-MONOMER,['RXN-4725'],N/A
280,ENZRXN0-8282,3-hydroxyacyl-CoA dehydrogenase,G7212-MONOMER,['RXN-17777'],N/A
281,ENZRXN-20747,L-threonine 4-hydroxylase,MONOMER-17597,['RXN-13639'],N/A
282,ENZRXN-6941,&alpha;-pinene synthase,AG9-MONOMER,['RXN-5106'],N/A
283,ENZRXN-12766,trans-lycopene &epsilon;-cyclase,MONOMER-12155,['RXN1F-147'],N/A
284,ENZRXN-20907,geranyl 6-<i>O</i>-&beta;-<i>D</i>-xylopyranosyl-&beta;-<i>D</i>-glucopyranoside glucosidase (Shuixian),MONOMER-17690,['RXN-13691'],N/A
285,ENZRXNI-1603,malate:quinone oxidoreductase,HP0086-MONOMER,['RXNI-3'],N/A
286,ENZRXN-18728,NAD<sup>+</sup>-dependent L-rhamnofuranose 1-dehydrogenase,MONOMER-16224,['L-RHAMNOSE-1-DEHYDROGENASE-RXN'],N/A
287,ENZRXN18C3-13,solasodine 3-<i>O</i>-glucosyltransferase,MONOMER18C3-13,['RXN-12123'],N/A
288,ENZRXN-12914,acetoacetyl-CoA thiolase,MONOMER-12290,['ACETYL-COA-ACETYLTRANSFER-RXN'],N/A
289,ENZRXN-23210,4-aminobenzoate--CoA ligase,MONOMER-18943,['RXN-12161'],N/A
290,ENZRXN1F-2183,(+)-dihydrokaempferol 4-reductase,AT5G42800-MONOMER,['DIHYDROKAEMPFEROL-4-REDUCTASE-RXN'],N/A
291,ENZRXN-21167,quercetin 7-<i>O</i>-methyltransferase,MONOMER-17829,['RXN-13906'],N/A
292,ENZRXN-23349,adrenoyl-lipid 4-desaturase,MONOMER-19039,['RXN-16111'],N/A
293,ENZRXN-14668,malonate semialdehyde reductase,CPLX-7947,['RXN-8974'],N/A
294,ENZRXN-21319,naringenin 2-hydroxylase,MONOMER-15865,['RXN-14069'],N/A
295,ENZRXN-17473,p-coumaroyl-diketide-CoA synthase,MONOMER-15408,['RXN-11220'],N/A
296,ENZRXN-14854,alcohol-forming fatty acyl-CoA reductase,MONOMER-13889,['RXN-9344'],N/A
297,GLYCDEH-ENZRXN,glycerol dehydrogenase,GLYCDEH-CPLX,['GLYCDEH-RXN'],"['(DIHYDROXYACETONE CPD-7000)', '(DIHYDROXYACETONE ACETOL)', '(GLYCEROL PROPANE-1-2-DIOL)']"
298,ENZRXN-17631,cinnamoyl-CoA lyase,MONOMER-15509,['RXN-11278'],N/A
299,ENZRXN-25561,menaquinone C8-methyltransferase,MONOMER-20153,['RXN-18515'],N/A
300,METHENYLTHFCYCLOHYDRO-ENZRXN,methenyltetrahydrofolate cyclohydrolase,FOLD-CPLX,['METHENYLTHFCYCLOHYDRO-RXN'],N/A
301,ENZRXN-23592,4-coumarate decarboxylase,G3O-30047-MONOMER,['RXN-802'],N/A
302,ENZRXN-25701,ethionamide S-monooxygenase,G185E-4192-MONOMER,['RXN-18720'],N/A
303,ENZRXN-1212,coumaroyl coenzyme A reductase,AT1G15950-MONOMER,['RXN-1101'],N/A
304,ENZRXN-23724,2-(4-hydroxybenzyl)-malate synthase,MONOMER-19234,['RXN-16493'],N/A
305,ENZRXN-15150,1-acylglycerol-3-phosphate acyltransferase,MONOMER-14088,['1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN'],N/A
306,ENZRXN-12270,hydroxymethylglutaryl-CoA reductase,CPLX-7002,['HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN'],N/A
307,ENZRXN-17898,"7',9'-<i>cis</i>-lycopene isomerase",AT1G06820-MONOMER,['RXN-11402'],N/A
308,ENZRXN-15307,(<i>R</i>)-3-hydroxydodecanoyl-[acp] dehydratase,CPLX-7628,['RXN-9533'],N/A
309,ENZRXN-8421,S-adenosyl-L-methionine:N-methylethanolamine-phosphate N-methyltransferase,MONOMER-7821,['RXN-5642'],N/A
310,ENZRXN-18038,keratan galactose-6-sulfatase,HS06790-MONOMER,['RXN-11568'],N/A
311,ENZRXN-25961,"2,4-dibromo-6-(2,4-dibromophenoxy)phenol synthase",MONOMER-20331,['RXN-19060'],N/A
312,ENZRXN-9163,UDP-glucose pyrophosphorylase,MONOMER-9002,['GLUC1PURIDYLTRANS-RXN'],N/A
313,ENZRXN-19005,<i>trans</i>-2-pentenal reducatase,AT3G04000-MONOMER,['RXN-12297'],N/A
314,ENZRXN-26098,L-tryptophan isonitrile synthase,MONOMER-20402,['RXN-19264'],N/A
315,ENZRXN-13182,1-18:2-2-16:2-monogalactosyldiacylglycerol desaturase,CPLX-1905,['RXN-8299'],N/A
316,ENZRXN-19147,"CDP-choline:1,2-diacylglycerol cholinephosphotransferase",MONOMER-16594,['RXN-5781'],N/A
317,ENZRXN1QP9-3381,PTS transport of fructoselysine,CPLX1QP9-157,['RXN1QP9-71'],N/A
318,ENZRXN-13324,"(11,14)-linoleoyl desaturase",MONOMER-12610,['RXN-8412'],['(|Linoleoyl-groups| |Alpha-linolenoyl-groups|)']
319,ENZRXN0-2001,carboxylesterase,EG10122-MONOMER,['CARBOXYLESTERASE-RXN'],['(|Carboxylic-esters| CPD0-1720)']
320,ENZRXN3O-1106,enoyl-[acp] reductase,YKL182W-MONOMER,['ENOYL-ACP-REDUCT-NADPH-RXN'],N/A
321,ENZRXN-21605,taraxerol synthase,MONOMER-17973,['RXN-9916'],N/A
322,ENZRXN0-3121,manno(fructo)kinase,EG11288-MONOMER,['FRUCTOKINASE-RXN'],N/A
323,TRANS-ENZRXN-141B,Ni<sup>2+</sup> transporter,CORA-MONOMER,['TRANS-RXN-141B'],N/A
324,ENZRXN-21747,phenylpyruvate carboxy-lyase,CPLX3O-118,['PHENYLPYRUVATE-DECARBOXYLASE-RXN'],N/A
325,ENZRXN3O-467,pyruvate decarboxylase,CPLX3O-58,['RXN0-2022'],N/A
326,ENZRXN-19586,naringenin 8-dimethylallyltransferase,MONOMER-16838,['2.5.1.70-RXN'],N/A
327,ENZRXN-23962,"4-nitrotoluene 1,2-dioxygenase",CPLX-3981,['RXN-16798'],N/A
328,ENZRXN66-1048,Long-chain-fatty-acid--CoA ligase 6,HS15193-MONOMER,['ACYLCOASYN-RXN'],N/A
329,ENZRXN-22005,"UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate amidotranferase",MONOMER-18160,['RXN-14783'],N/A
330,ENZRXN-24098,citreoisocoumarin synthase,MONOMER-19453,['RXN-16942'],N/A
331,ARGS-ENZRXN,arginine&mdash;tRNA ligase,ARGS-MONOMER,['ARGININE--TRNA-LIGASE-RXN'],['(ATP DATP)']
332,ENZRXN-22140,dehypoxanthinylfutalosine cyclase,MONOMER-18235,['RXN-10620'],N/A
333,ENZRXN-12568,homogentisate dioxygenase,MONOMER-12040,['HOMOGENTISATE-12-DIOXYGENASE-RXN'],N/A
334,ENOYL-ACP-REDUCT-NADH-ENZRXN,"2,3,4-saturated fatty acyl-[acp]:NAD+ oxidoreductase",CPLX0-8006,['ENOYL-ACP-REDUCT-NADH-RXN'],"['(TRANS-D2-ENOYL-ACP TRANS-D2-ENOYL-COA)', '(NADH NADPH)']"
335,ENZRXN-1562,orcinol 2-monooxygenase,MONOMER-1401,['ORCINOL-2-MONOOXYGENASE-RXN'],"['(ORCINOL-CPD CPD-112)', '(NADH NADPH)', '(ORCINOL-CPD CPD-1621)', '(ORCINOL-CPD 4-METHYLRESORCINOL)', '(ORCINOL-CPD CPD-623)']"
336,ENZRXN-15760,(+)-4-chloromuconolactone hydrolase,CPLX-7717,['RXN-9913'],N/A
337,ENZRXN-13405,"1,2-dihydroxy-5-(methylthio)pent-1-en-3-one:oxygen oxidoreductase (formate-forming)",CPLX-7209,['R147-RXN'],N/A
338,ENZRXN-13553,cyclosativene synthase,MONOMER-12770,['RXN-8573'],N/A
339,ENZRXN-1829,(indol-3-yl)acetaldehyde:oxygen oxidoreductase,CPLX-1527,['INDOLE-3-ACETALDEHYDE-OXIDASE-RXN'],N/A
340,ENZRXN-18447,citronellyl-CoA dehydrogenase,MONOMER-16061,['RXN-11915'],N/A
341,ENZRXN-16084,"2,5-diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate reductase",MONOMER3O-27,['RXN-10057'],N/A
342,ENZRXN-16224,serine racemase,MONOMER-14689,['5.1.1.18-RXN'],N/A
343,ENZRXN-26338,fenclorim glutathione S-transferase,AT2G47730-MONOMER,['RXN-19600'],N/A
344,ENZRXN-26470,arabidiol lyase,AT4G15330-MONOMER,['RXN-19692'],N/A
345,ENZRXN-24335,3-hydroxy-quinaldate carrier protein,MONOMER-19606,['RXN-17171'],N/A
346,ENZRXN-24478,"4-bromodiphenyl ether 2,3-dioxygenase",CPLX-9049,['RXN-17341'],N/A
347,ENZRXN-1942,dioxin dioxygenase,CPLX-1663,['R602-RXN'],N/A
348,ENZRXN0-6489,lysozyme,G6310-MONOMER,['3.2.1.17-RXN'],N/A
349,ENZRXN0-6269,23S rRNA m<sup>2</sup>G1835 methyltransferase,G7603-MONOMER,['RXN-11635'],N/A
350,ENZRXN-2911,D-galactose-6-phosphate isomerase,CPLX-2401,['LACTOSE-6-PHOSPHATE-ISOMERASE-RXN'],N/A
351,ENZRXN-26710,sarpagan bridge enzyme,MONOMER-20651,['RXN-8224'],N/A
352,ENZRXN-20028,D-ornithyl-<i>N</i>&epsilon;-L-lysine synthase,MONOMER-17155,['RXN-13083'],N/A
353,ENZRXN-19884,glucose-6-phosphate isomerase,MONOMER-17039,['PGLUCISOM-RXN'],N/A
354,ENZRXN66-2029,unspecific monooxygenase,HS06728-MONOMER,['UNSPECIFIC-MONOOXYGENASE-RXN'],N/A
355,ENZRXN66-19604,fatty acyl-CoA oxidase,HS08589-MONOMER,['RXN-11026'],N/A
356,ENZRXN0-7653,dUMP phosphohydrolase,CPLX0-7625,['RXN-14143'],N/A
357,ENZRXN0-7482,ribosomal protein S6 modification,CPLX0-7946,['RXN0-6726'],N/A
358,ENZRXN-22540,eriodictoyl 4-reductase,MONOMER-18488,['RXN-14422'],N/A
359,ENZRXN-22401,alcohol-forming fatty acyl-CoA reductase,MONOMER-18416,['RXN-9344'],['(|Long-Chain-Acyl-CoAs| PALMITYL-COA)']
360,ENZRXN-20431,oleate ethyl ester synthase,CPLX-8346,['RXN-13423'],N/A
361,ENZRXN-11422,2-methylphenol 6-monooxygenase,CPLX-6483,['O-CRESOL-METHYLCATECHOL-RXN'],N/A
362,ENZRXN-13963,L-serine ammonia-lyase,MONOMER-13112,['4.3.1.17-RXN'],N/A
363,ENZRXN-13817,renin-2,CPLX-7306,['3.4.23.15-RXN'],N/A
364,ENZRXN-16774,indole acetaldehyde reductase,MONOMER-14995,['RXN-10717'],N/A
365,ENZRXN-16620,tetraiodothyroacetate phenol UDP-glucuronosyltransferase,MONOMER-14911,['RXN-10616'],N/A
366,ENZRXN66-5784,ribose-phosphate pyrophosphokinase,CPLX66-361,['PRPPSYN-RXN'],N/A
367,ENZRXN66-4127,"24,25-dihydrolanosterol:NADP+ &Delta;<sup>24</sup>-oxidoreductase",HS03985-MONOMER,['RXN66-10'],N/A
368,ENZRXN-24878,5'-methylthioadenosine nucleosidase,CPLX-9123,['METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN'],N/A
369,ENZRXN-24726,butan-2-one 1-monooxygenase,CPLX-9091,['RXN-17575'],N/A
370,ENZRXN-22939,"UDP-glucose 4,6-dehydratase",MONOMER-18755,['UDP-GLUCOSE-46-DEHYDRATASE-RXN'],N/A
371,ENZRXN-22800,cirsimaritin 4'-<i>O</i>-methyltransferase,MONOMER-18660,['RXN-15530'],N/A
372,ENZRXN-14359,vinylacetyl-CoA-&Delta;-isomerase,CPLX-7515,['VINYLACETYL-COA-DELTA-ISOMERASE-RXN'],N/A
373,ENZRXN-14210,"5-methyl-2-oxo-3-hexene-1,6-dioate decarboxylase",MONOMER-13355,['RXN-8841'],['(CPD-9164 CPD-9167)']
374,ENZRXN-17171,1-diphosphoinositol pentakisphosphate 5-kinase,HS08619-MONOMER,['RXN-10974'],N/A
375,ENZRXN-17029,"phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase",HS01279-MONOMER,['RXN-10036'],N/A
376,ENZRXNQT-12634,inositol-1(or 4)-monophosphatase,AT3G02870-MONOMER,['MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN'],N/A
377,ENZRXN-422,formylmethanofuran dehydrogenase,CPLX-381,['FORMYLMETHANOFURAN-DEHYDROGENASE-RXN'],N/A
378,ENZRXN-5103,isoflavone-7-O-methyltransferase,MONOMER-4964,['RXN-3481'],N/A
379,ENZRXN-25146,poly(glucosyl <i>N</i>-acetylgalactosamine 1-phosphate) glucosyltransferase,BSU35690-MONOMER,['RXN-18058'],N/A
380,ENZRXN-25285,Le<sup>a</sup> antigen &alpha;-2-fucosyltransferase,HS11104-MONOMER,['RXN-18234'],"['(|beta-Gal-13-beta-GlcNac-R| BETA-D-GAL-1-3-D-GLCNAC)', '(|beta-Gal-13-beta-GlcNac-R| BETA-D-GALACTOSYL-ETCETERA-GLUCOSAMINE)']"
381,ENZRXN-20300,trans-docosan-2-enoyl-CoA reductase,G3O-29445-MONOMER,['RXN-13307'],N/A
382,ENZRXN-1182,photosystem II,CPLX-942,['PSII-RXN'],N/A
383,ENZRXN0-8005,transport of tellurite,CPLX0-7955,['TRANS-RXN0-576'],N/A
384,ENZRXN0-8266,3-hydroxyacyl-CoA dehydrogenase,FADB-CPLX,['RXN-17790'],N/A
385,ENZRXN-6382,UDP-glucose:isopentenyladenine 7-N-glucosyltransferase,AT5G05870-MONOMER,['RXN-4727'],N/A
386,ENZRXN-6924,terpinolene synthase,AG4-MONOMER,['RXN-5108'],N/A
387,ENZRXN-20729,glucose oxidase,MONOMER-17584,['GLUCOSE-OXIDASE-RXN'],N/A
388,ENZRXN-20886,acid phosphatase,CPLX-8562,['ACID-PHOSPHATASE-RXN'],N/A
389,ENZRXN-12750,zeaxanthin epoxidase,MONOMER-2602,['RXN-7978'],N/A
390,ENZRXN-18711,archaeosine synthase,CPLX-8236,['RXN-12145'],"['(GLN AMMONIA)', '(GLN ASN)']"
391,ENZRXNARA-497,thiamine monophosphate pyrophosphorylase,AT1G22940-MONOMER,['THI-P-SYN-RXN'],N/A
392,ENZRXN-12896,"caffeoyl-CoA:pelargonidin-3,5-diglucoside-6''-O-acyltransferase",MONOMER-12110,['RXN-8138'],N/A
393,ENZRXN185E-1816,maltokinase,G185E-4244-MONOMER,['RXN-12960'],N/A
394,ENZRXN1F-1118,cycloartenol synthase,AT2G07050-MONOMER,['CYCLOARTENOL-SYNTHASE-RXN'],N/A
395,ENZRXN-23196,aspyridone synthetase,MONOMER-18934,['RXN-15917'],N/A
396,ENZRXN-23334,peramine synthetase,MONOMER-19034,['RXN-16089'],N/A
397,ENZRXN-21150,laricitrin 5'-<i>O</i>-methyltransferase,MONOMER-17828,['RXN-8452'],N/A
398,ENZRXN-21294,dimethylallyltranstransferase,MONOMER-17882,['GPPSYN-RXN'],N/A
399,ENZRXN-14644,2-hydroxyphenazine-1-carboxylate monooxygenase,MONOMER-13705,['RXN-9065'],N/A
400,ENZRXN-14836,dehydrosqualene desaturase,MONOMER-13875,['RXN-9303'],"['(CPD-9906 PHYTOENE)', '(CPD-9906 CPD1F-98)']"
401,ENZRXN-17451,dihydrothymine dehydrogenase,CPLX-8004,['RXN-11209'],N/A
402,ENZRXN-1761,methyltetrahydrofolate:corrinoid/iron-sulfur protein methyltransferase,CPLX-1281,['METHCOCLTH-RXN'],N/A
403,GLUTAMATESYN-ENZRXN,L-glutamate:NADP+ oxidoreductase (transaminating),GLUTAMATESYN-CPLX,['GLUTAMATESYN-RXN'],N/A
404,MALIC-NAD-ENZRXN,"malate dehydrogenase, NAD-requiring",MALIC-NAD-CPLX,['1.1.1.39-RXN'],['(MAL OXALACETIC_ACID)']
405,ENZRXN-25545,jasmonoyl-L-isoleucine hydrolase,MONOMER-4141,['RXN-18484'],N/A
406,ENZRXN-25683,TUM1:MOCS3 sulfurtransferase,HS04742-MONOMER,['RXN-18704'],N/A
407,ENZRXN-23576,&alpha;-linolenate 9<i>S</i>-lipoxygenase,MONOMER-16853,['RXN-8497'],N/A
408,ENZRXN-23708,oligo-ulvan &beta;-glucuronyl hydrolase,CPLX-8985,['RXN-16487'],N/A
409,ENZRXN-12091,paraxanthine:S-adenosyl-L-methionine 3-N-methyltransferase,MONOMER-11680,['RXN-7601'],N/A
410,ENZRXN-12253,"fructose-1,6-bisphosphate aldolase",CPLX-6992,['F16ALDOLASE-RXN'],['(FRUCTOSE-16-DIPHOSPHATE FRU1P)']
411,ENZRXN-15126,kanosamine 6-kinase,MONOMER-14080,['RXN-9581'],N/A
412,ENZRXN-15292,pheophorbidase,CPLX-7652,['3.1.1.82-RXN'],N/A
413,ENZRXN-17882,9'-<i>cis</i>-neurosporene desaturase,CPLX1F-19,['RXN-11401'],N/A
414,ENZRXN-18017,heparan sulfate <i>N</i>-deacetylase,HS09011-MONOMER,['RXN-11557'],N/A
415,ENZRXN-832,"gibberellin A4,2-oxoglutarate:oxygen oxidoreductase",MONOMER-806,['RXN-6550'],N/A
416,XYLULOKIN-ENZRXN,xylulokinase,CPLX0-7466,['XYLULOKIN-RXN'],['(D-XYLULOSE D-RIBULOSE)']
417,ENZRXN-25945,"5-bromo-3-(2,4-dibromo-6-hydroxyphenoxy)benzene-1,2-diol synthase",MONOMER-20312,['RXN-19116'],N/A
418,ENZRXN-902,"5-carboxymethyl-2-oxo-hex-3-ene-1,7-dioate decarboxylase",MONOMER-604,['4.1.1.68-RXN'],N/A
419,ENZRXN-18989,"endo-&beta;-1,4-glucanase",MONOMER-16464,['RXN-2043'],['(CELLULOSE CPD-13207)']
420,ENZRXN-26080,(<i>S</i>)-scoulerine oxidase,MONOMER-15118,['RXN-10888'],N/A
421,ENZRXN-13166,galactosyltransferase,MONOMER-12496,['RXN-8281'],N/A
422,ENZRXN-19129,malonate-CoA synthetase,MONOMER-16560,['RXN-12359'],N/A
423,ENZRXN1G-805,3-oxo-palmitoyl-[acp] synthase,G185E-6762-MONOMER,['RXN-9539'],N/A
424,ENZRXN-13306,emodin deoxygenase,MONOMER-12593,['RXN-8404'],N/A
425,ENZRXN0-1641,tRNA-guanine transglycosylase,CPLX0-1101,['RXN0-1321'],N/A
426,ENZRXN3O-1082,3-oxoacyl-[acyl-carrier-protein] synthase,YER061C-MONOMER,['3-OXOACYL-ACP-SYNTH-BASE-RXN'],N/A
427,ENZRXN-21582,4-&alpha;-glucanotransferase,GIO2-442-MONOMER,['RXN-12391'],"['(MALTOTRIOSE MALTOTETRAOSE)', '(MALTOTRIOSE MALTOPENTAOSE)', '(MALTOTRIOSE MALTOHEXAOSE)', '(MALTOTRIOSE CPD0-1133)']"
428,ENZRXN0-2923,phospholipase A1,CPLX0-7944,['RXN0-6952'],"['(2-ACYL-GPE DIACYLGLYCEROL)', '(2-ACYL-GPE |1-Acyl-sn-glycerols|)', '(2-ACYL-GPE CPD-3567)']"
