,entry,reaction,product
42,1.3.1.87,"['(1) 3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate + NAD+ = 3-(2,3-dihydroxyphenyl)propanoate + NADH + H+ [RN:R06784]', '(2) (2E)-3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)prop-2-enoate + NAD+ = (2E)-3-(2,3-dihydroxyphenyl)prop-2-enoate + NADH + H+ [RN:R06785]']","['3-(2,3-dihydroxyphenyl)propanoate [CPD:C04044]', 'NADH [CPD:C00004]', 'H+ [CPD:C00080]', '(2E)-3-(2,3-dihydroxyphenyl)prop-2-enoate [CPD:C12623]', '3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate [CPD:C11588]', 'NAD+ [CPD:C00003]', '(2E)-3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)prop-2-enoate [CPD:C12622]']"
43,1.3.1.88,"['(1) 5,6-dihydrouracil16 in tRNA + NAD(P)+ = uracil16 in tRNA + NAD(P)H + H+', '(2) 5,6-dihydrouracil17 in tRNA + NAD(P)+ = uracil17 in tRNA + NAD(P)H + H+']","['uracil16 in tRNA', 'NADH [CPD:C00004]', 'NADPH [CPD:C00005]', 'H+ [CPD:C00080]', 'uracil17 in tRNA', '5,6-dihydrouracil16 in tRNA', 'NAD+ [CPD:C00003]', 'NADP+ [CPD:C00006]', '5,6-dihydrouracil17 in tRNA']"
44,1.3.1.90,"['(1) 5,6-dihydrouracil20a in tRNA + NAD(P)+ = uracil20a in tRNA + NAD(P)H + H+', '(2) 5,6-dihydrouracil20b in tRNA + NAD(P)+ = uracil20b in tRNA + NAD(P)H + H+']","['uracil20a in tRNA', 'NADH [CPD:C00004]', 'NADPH [CPD:C00005]', 'H+ [CPD:C00080]', 'uracil20b in tRNA', '5,6-dihydrouracil20a in tRNA', 'NAD+ [CPD:C00003]', 'NADP+ [CPD:C00006]', '5,6-dihydrouracil20b in tRNA']"
45,1.3.1.107,"['(1) dihydrosanguinarine + NAD(P)+ = sanguinarine + NAD(P)H + H+ [RN:R10798 R10799]', '(2) dihydrochelirubine + NAD(P)+ = chelirubine + NAD(P)H + H+ [RN:R10800 R10801]']","['sanguinarine [CPD:C06162]', 'NADH [CPD:C00004]', 'NADPH [CPD:C00005]', 'H+ [CPD:C00080]', 'chelirubine [CPD:C06327]', 'dihydrosanguinarine [CPD:C05191]', 'NAD+ [CPD:C00003]', 'NADP+ [CPD:C00006]', 'dihydrochelirubine [CPD:C05194]']"
46,1.3.1.112,"['(1) a (2S,3R)-flavan-3-ol + 2 NADP+ = an anthocyanidin with a 3-hydroxy group + 2 NADPH + H+ [RN:R11426]', '(2) a (2S,3S)-flavan-3-ol + 2 NADP+ = an anthocyanidin with a 3-hydroxy group + 2 NADPH + H+ [RN:R11427]']","['anthocyanidin with a 3-hydroxy group [CPD:C21381]', 'NADPH [CPD:C00005]', 'H+ [CPD:C00080]', '(2S,3R)-flavan-3-ol [CPD:C21379]', 'NADP+ [CPD:C00006]', '(2S,3S)-flavan-3-ol [CPD:C21380]']"
47,1.3.1.114,"['(1) 3-oxocholan-24-oyl-CoA + NAD+ = 3-oxochol-4-en-24-oyl-CoA + NADH + H+ [RN:R12105]', '(2) 3-oxochol-4-en-24-oyl-CoA + NAD+ = 3-oxochol-4,6-dien-24-oyl-CoA + NADH + H+ [RN:R12106]', '(3) 12alpha-hydroxy-3-oxocholan-24-oyl-CoA + NAD+ = 12alpha-hydroxy-3-oxochol-4-en-24-oyl-CoA + NADH + H+ [RN:R12107]', '(4) 12alpha-hydroxy-3-oxochol-4-en-24-oyl-CoA + NAD+ = 12alpha-hydroxy-3-oxochol-4,6-dien-24-oyl-CoA + NADH + H+ [RN:R12108]']","['3-oxochol-4-en-24-oyl-CoA [CPD:C21906]', 'NADH [CPD:C00004]', 'H+ [CPD:C00080]', '3-oxochol-4,6-dien-24-oyl-CoA', '12alpha-hydroxy-3-oxochol-4-en-24-oyl-CoA [CPD:C21908]', '12alpha-hydroxy-3-oxochol-4,6-dien-24-oyl-CoA', '3-oxocholan-24-oyl-CoA [CPD:C21905]', 'NAD+ [CPD:C00003]', '3-oxochol-4-en-24-oyl-CoA [CPD:C21906]', '12alpha-hydroxy-3-oxocholan-24-oyl-CoA [CPD:C21907]', '12alpha-hydroxy-3-oxochol-4-en-24-oyl-CoA [CPD:C21908]']"
48,1.3.1.115,"['(1) 7alpha,12alpha-dihydroxy-3-oxochol-24-oyl-CoA + NAD+ = 7alpha,12alpha-dihydroxy-3-oxochol-4-en-24-oyl-CoA + NADH + H+ [RN:R12109]', '(2) 7alpha-hydroxy-3-oxochol-24-oyl-CoA + NAD+ = 7alpha-hydroxy-3-oxochol-4-en-24-oyl-CoA + NADH + H+ [RN:R12110]']","['7alpha,12alpha-dihydroxy-3-oxochol-4-en-24-oyl-CoA [CPD:C21469]', 'NADH [CPD:C00004]', 'H+ [CPD:C00080]', '7alpha-hydroxy-3-oxochol-4-en-24-oyl-CoA [CPD:C21471]', '7alpha,12alpha-dihydroxy-3-oxochol-24-oyl-CoA [CPD:C21910]', 'NAD+ [CPD:C00003]', '7alpha-hydroxy-3-oxochol-24-oyl-CoA [CPD:C21909]']"
49,1.3.1.117,"['(1) dihydro-4-coumaroyl-CoA + NADP+ = trans-4-coumaroyl-CoA + NADPH + H+ [RN:R12112]', '(2) dihydroferuloyl-CoA + NADP+ = trans-feruloyl-CoA + NADPH + H+ [RN:R12113]']","['trans-4-coumaroyl-CoA [CPD:C00223]', 'NADPH [CPD:C00005]', 'H+ [CPD:C00080]', 'trans-feruloyl-CoA [CPD:C00406]', 'dihydro-4-coumaroyl-CoA [CPD:C21913]', 'NADP+ [CPD:C00006]', 'dihydroferuloyl-CoA [CPD:C21914]']"
50,1.3.2.3,"['L-galactono-1,4-lactone + 4 ferricytochrome c = L-dehydroascorbate + 4 ferrocytochrome c + 4 H+ (overall reaction) [RN:R12144]', '(1a) L-galactono-1,4-lactone + 2 ferricytochrome c = L-ascorbate + 2 ferrocytochrome c + 2 H+ [RN:R00640]', '(1b) L-ascorbate + 2 ferricytochrome c = L-dehydroascorbate + 2 ferrocytochrome c + 2 H+ (spontaneous) [RN:R07679]']","['L-dehydroascorbate [CPD:C05422]', 'ferrocytochrome c [CPD:C00126]', 'H+ [CPD:C00080]', 'L-ascorbate [CPD:C00072]', 'L-galactono-1,4-lactone [CPD:C01115]', 'ferricytochrome c [CPD:C00125]', 'L-ascorbate [CPD:C00072]']"
51,1.3.3.13,"['cyclo(L-leucyl-L-phenylalanyl) + 2 O2 = albonoursin + 2 H2O2 (overall reaction) [RN:R10329]', '(1a) cyclo(L-leucyl-L-phenylalanyl) + O2 = cyclo[(Z)-alpha,beta-didehydrophenylalanyl-L-leucyl] + H2O2 [RN:R10327]', '(1b) cyclo[(Z)-alpha,beta-didehydrophenylalanyl-L-leucyl] + O2 = albonoursin + H2O2 [RN:R10328]']","['albonoursin [CPD:C20520]', 'H2O2 [CPD:C00027]', 'cyclo[(Z)-alpha,beta-didehydrophenylalanyl-L-leucyl] [CPD:C20521]', 'cyclo(L-leucyl-L-phenylalanyl) [CPD:C20519]', 'O2 [CPD:C00007]', 'cyclo[(Z)-alpha,beta-didehydrophenylalanyl-L-leucyl] [CPD:C20521]']"
52,1.3.5.5,"[""15-cis-phytoene + 2 plastoquinone = 9,15,9'-tricis-zeta-carotene + 2 plastoquinol (overall reaction) [RN:R09652]"", ""(1a) 15-cis-phytoene + plastoquinone = 15,9'-dicis-phytofluene + plastoquinol [RN:R09653]"", ""(1b) 15,9'-dicis-phytofluene + plastoquinone = 9,15,9'-tricis-zeta-carotene + plastoquinol [RN:R09654]""]","[""9,15,9'-tricis-zeta-carotene [CPD:C19764]"", 'plastoquinol [CPD:C16693]', ""15,9'-dicis-phytofluene [CPD:C19765]"", '15-cis-phytoene [CPD:C05421]', 'plastoquinone [CPD:C02061]', ""15,9'-dicis-phytofluene [CPD:C19765]""]"
53,1.3.5.6,"[""9,9'-dicis-zeta-carotene + 2 quinone = 7,9,7',9'-tetracis-lycopene + 2 quinol (overall reaction) [RN:R07511]"", ""(1a) 9,9'-dicis-zeta-carotene + a quinone = 7,9,9'-tricis-neurosporene + a quinol [RN:R09656]"", ""(1b) 7,9,9'-tricis-neurosporene + a quinone = 7,9,7',9'-tetracis-lycopene + a quinol [RN:R09658]""]","[""7,9,7',9'-tetracis-lycopene [CPD:C15858]"", 'quinol [CPD:C15603]', ""7,9,9'-tricis-neurosporene [CPD:C19759]"", ""9,9'-dicis-zeta-carotene [CPD:C15857]"", 'quinone [CPD:C15602]', ""7,9,9'-tricis-neurosporene [CPD:C19759]""]"
54,1.3.7.15,"['(1) 3-deacetyl-3-vinylbacteriochlorophyllide a + 2 oxidized ferredoxin [iron-sulfur] cluster + ADP + phosphate = chlorophyllide a + 2 reduced ferredoxin [iron-sulfur] cluster + ATP + H2O + 2 H+ [RN:R09053]', '(2) bacteriochlorophyllide a + 2 oxidized ferredoxin [iron-sulfur] cluster + ADP + phosphate = 3-acetyl-3-devinylchlorophyllide a + 2 reduced ferredoxin [iron-sulfur] cluster + ATP + H2O + 2 H+', '(3) 3-deacetyl-3-(1-hydroxyethyl)bacteriochlorophyllide a + 2 oxidized ferredoxin [iron-sulfur] cluster + ADP + phosphate = 3-devinyl-3-(1-hydroxyethyl)chlorophyllide a + 2 reduced ferredoxin [iron-sulfur] cluster + ATP + H2O + 2 H+ [RN:R09060]']","['chlorophyllide a [CPD:C02139]', 'reduced ferredoxin [iron-sulfur] cluster [CPD:C00138]', 'ATP [CPD:C00002]', 'H2O [CPD:C00001]', 'H+ [CPD:C00080]', '3-acetyl-3-devinylchlorophyllide a', '3-devinyl-3-(1-hydroxyethyl)chlorophyllide a [CPD:C18154]', '3-deacetyl-3-vinylbacteriochlorophyllide a [CPD:C18152]', 'oxidized ferredoxin [iron-sulfur] cluster [CPD:C00139]', 'ADP [CPD:C00008]', 'phosphate [CPD:C00009]', 'bacteriochlorophyllide a [CPD:C18155]', '3-deacetyl-3-(1-hydroxyethyl)bacteriochlorophyllide a [CPD:C18153]']"
55,1.3.8.2,"[""15-cis-4,4'-diapophytoene + 4 FAD = all-trans-4,4'-diapolycopene + 4 FADH2 (overall reaction) [RN:R09690]"", ""(1a) 15-cis-4,4'-diapophytoene + FAD = all-trans-4,4'-diapophytofluene + FADH2 [RN:R09719]"", ""(1b) all-trans-4,4'-diapophytofluene + FAD = all-trans-4,4'-diapo-zeta-carotene + FADH2 [RN:R09744]"", ""(1c) all-trans-4,4'-diapo-zeta-carotene + FAD = all-trans-4,4'-diaponeurosporene + FADH2 [RN:R09745]"", ""(1d) all-trans-4,4'-diaponeurosporene + FAD = all-trans-4,4'-diapolycopene + FADH2 [RN:R09746]""]","[""all-trans-4,4'-diapolycopene"", 'FADH2 [CPD:C01352]', ""all-trans-4,4'-diapophytofluene"", ""all-trans-4,4'-diapo-zeta-carotene"", ""all-trans-4,4'-diaponeurosporene"", ""15-cis-4,4'-diapophytoene [CPD:C16144]"", 'FAD [CPD:C00016]', ""all-trans-4,4'-diapophytofluene"", ""all-trans-4,4'-diapo-zeta-carotene"", ""all-trans-4,4'-diaponeurosporene""]"
56,1.3.8.6,"['glutaryl-CoA + electron-transfer flavoprotein = crotonyl-CoA + CO2 + reduced electron-transfer flavoprotein (overall reaction) [RN:R02488]', '(1a) glutaryl-CoA + electron-transfer flavoprotein = (E)-glutaconyl-CoA + reduced electron-transfer flavoprotein [RN:R10074]', '(1b) (E)-glutaconyl-CoA = crotonyl-CoA + CO2 [RN:R03028]']","['crotonyl-CoA [CPD:C00877]', 'CO2 [CPD:C00011]', 'reduced electron-transfer flavoprotein [CPD:C04570]', '(E)-glutaconyl-CoA [CPD:C02411]', 'glutaryl-CoA [CPD:C00527]', 'electron-transfer flavoprotein [CPD:C04253]', '(E)-glutaconyl-CoA [CPD:C02411]']"
57,1.3.99.25,"['(1) (+)-dihydrocarvone + acceptor = (-)-carvone + reduced acceptor [RN:R06373]', '(2) (-)-isodihydrocarvone + acceptor = (+)-carvone + reduced acceptor [RN:R06372]']","['(-)-carvone [CPD:C01767]', 'reduced acceptor [CPD:C00030]', '(+)-carvone [CPD:C11383]', '(+)-dihydrocarvone', 'acceptor [CPD:C00028]', '(-)-isodihydrocarvone']"
58,1.3.99.26,"['all-trans-zeta-carotene + 2 acceptor = all-trans-lycopene + 2 reduced acceptor (overall reaction) [RN:R09659]', '(1a) all-trans-zeta-carotene + acceptor = all-trans-neurosporene + reduced acceptor [RN:R04798]', '(1b) all-trans-neurosporene + acceptor = all-trans-lycopene + reduced acceptor [RN:R04800]']","['all-trans-lycopene [CPD:C05432]', 'reduced acceptor [CPD:C00030]', 'all-trans-neurosporene [CPD:C05431]', 'all-trans-zeta-carotene [CPD:C05430]', 'acceptor [CPD:C00028]', 'all-trans-neurosporene [CPD:C05431]']"
59,1.3.99.28,"['15-cis-phytoene + 3 acceptor = all-trans-neurosporene + 3 reduced acceptor (overall reaction) [RN:R09691]', '(1a) 15-cis-phytoene + acceptor = all-trans-phytofluene + reduced acceptor [RN:R09692]', '(1b) all-trans-phytofluene + acceptor = all-trans-zeta-carotene + reduced acceptor [RN:R04787]', '(1c) all-trans-zeta-carotene + acceptor = all-trans-neurosporene + reduced acceptor [RN:R04798]']","['all-trans-neurosporene [CPD:C05431]', 'reduced acceptor [CPD:C00030]', 'all-trans-phytofluene [CPD:C05414]', 'all-trans-zeta-carotene [CPD:C05430]', '15-cis-phytoene [CPD:C05421]', 'acceptor [CPD:C00028]', 'all-trans-phytofluene [CPD:C05414]', 'all-trans-zeta-carotene [CPD:C05430]']"
60,1.3.99.29,"['15-cis-phytoene + 2 acceptor = all-trans-zeta-carotene + 2 reduced acceptor (overall reaction) [RN:R09693]', '(1a) 15-cis-phytoene + acceptor = all-trans-phytofluene + reduced acceptor [RN:R09692]', '(1b) all-trans-phytofluene + acceptor = all-trans-zeta-carotene + reduced acceptor [RN:R04787]']","['all-trans-zeta-carotene [CPD:C05430]', 'reduced acceptor [CPD:C00030]', 'all-trans-phytofluene [CPD:C05414]', '15-cis-phytoene [CPD:C05421]', 'acceptor [CPD:C00028]', 'all-trans-phytofluene [CPD:C05414]']"
61,1.3.99.30,"['15-cis-phytoene + 5 acceptor = all-trans-3,4-didehydrolycopene + 5 reduced acceptor (overall reaction) [RN:R09703]', '(1a) 15-cis-phytoene + acceptor = all-trans-phytofluene + reduced acceptor [RN:R09692]', '(1b) all-trans-phytofluene + acceptor = all-trans-zeta-carotene + reduced acceptor [RN:R04787]', '(1c) all-trans-zeta-carotene + acceptor = all-trans-neurosporene + reduced acceptor [RN:R04798]', '(1d) all-trans-neurosporene + acceptor = all-trans-lycopene + reduced acceptor [RN:R04800]', '(1e) all-trans-lycopene + acceptor = all-trans-3,4-didehydrolycopene + reduced acceptor [RN:R07518]']","['all-trans-3,4-didehydrolycopene [CPD:C15867]', 'reduced acceptor [CPD:C00030]', 'all-trans-phytofluene [CPD:C05414]', 'all-trans-zeta-carotene [CPD:C05430]', 'all-trans-neurosporene [CPD:C05431]', 'all-trans-lycopene [CPD:C05432]', '15-cis-phytoene [CPD:C05421]', 'acceptor [CPD:C00028]', 'all-trans-phytofluene [CPD:C05414]', 'all-trans-zeta-carotene [CPD:C05430]', 'all-trans-neurosporene [CPD:C05431]', 'all-trans-lycopene [CPD:C05432]']"
62,1.3.99.31,"['15-cis-phytoene + 4 acceptor = all-trans-lycopene + 4 reduced acceptor (overall reaction) [RN:R09716]', '(1a) 15-cis-phytoene + acceptor = all-trans-phytofluene + reduced acceptor [RN:R09692]', '(1b) all-trans-phytofluene + acceptor = all-trans-zeta-carotene + reduced acceptor [RN:R04787]', '(1c) all-trans-zeta-carotene + acceptor = all-trans-neurosporene + reduced acceptor [RN:R04798]', '(1d) all-trans-neurosporene + acceptor = all-trans-lycopene + reduced acceptor [RN:R04800]']","['all-trans-lycopene [CPD:C05432]', 'reduced acceptor [CPD:C00030]', 'all-trans-phytofluene [CPD:C05414]', 'all-trans-zeta-carotene [CPD:C05430]', 'all-trans-neurosporene [CPD:C05431]', '15-cis-phytoene [CPD:C05421]', 'acceptor [CPD:C00028]', 'all-trans-phytofluene [CPD:C05414]', 'all-trans-zeta-carotene [CPD:C05430]', 'all-trans-neurosporene [CPD:C05431]']"
63,1.3.99.37,"['(1) dihydroisopentenyldehydrorhodopin + acceptor = isopentenyldehydrorhodopin + reduced acceptor', '(2) dihydrobisanhydrobacterioruberin + acceptor = bisanhydrobacterioruberin + reduced acceptor']","['isopentenyldehydrorhodopin [CPD:C22059]', 'reduced acceptor [CPD:C00030]', 'bisanhydrobacterioruberin', 'dihydroisopentenyldehydrorhodopin [CPD:C22058]', 'acceptor [CPD:C00028]', 'dihydrobisanhydrobacterioruberin [CPD:C22060]']"
64,1.4.1.13,"['2 L-glutamate + NADP+ = L-glutamine + 2-oxoglutarate + NADPH + H+ (overall reaction) [RN:R00114]', '(1a) L-glutamate + NH3 = L-glutamine + H2O [RN:R00256]', '(1b) L-glutamate + NADP+ + H2O = NH3 + 2-oxoglutarate + NADPH + H+ [RN:R00248]']","['L-glutamine [CPD:C00064]', '2-oxoglutarate [CPD:C00026]', 'NADPH [CPD:C00005]', 'H+ [CPD:C00080]', 'H2O [CPD:C00001]', 'NH3 [CPD:C00014]', 'L-glutamate [CPD:C00025]', 'NADP+ [CPD:C00006]', 'NH3 [CPD:C00014]', 'H2O [CPD:C00001]']"
65,1.4.1.18,"['L-lysine + NAD+ = (S)-2,3,4,5-tetrahydropyridine-2-carboxylate + NADH + H+ + NH3 (overall reaction) [RN:R10054]', '(1a) L-lysine + NAD+ + H2O = (S)-2-amino-6-oxohexanoate + NADH + H+ + NH3 [RN:R00446]', '(1b) (S)-2-amino-6-oxohexanoate = (S)-2,3,4,5-tetrahydropyridine-2-carboxylate + H2O (spontaneous) [RN:R02317]']","['(S)-2,3,4,5-tetrahydropyridine-2-carboxylate [CPD:C00450]', 'NADH [CPD:C00004]', 'H+ [CPD:C00080]', 'NH3 [CPD:C00014]', '(S)-2-amino-6-oxohexanoate [CPD:C04076]', 'H2O [CPD:C00001]', 'L-lysine [CPD:C00047]', 'NAD+ [CPD:C00003]', 'H2O [CPD:C00001]', '(S)-2-amino-6-oxohexanoate [CPD:C04076]']"
66,1.4.3.5,"[""(1) pyridoxamine 5'-phosphate + H2O + O2 = pyridoxal 5'-phosphate + NH3 + H2O2 [RN:R00277]"", ""(2) pyridoxine 5'-phosphate + O2 = pyridoxal 5'-phosphate + H2O2 [RN:R00278]""]","[""pyridoxal 5'-phosphate [CPD:C00018]"", 'NH3 [CPD:C00014]', 'H2O2 [CPD:C00027]', ""pyridoxamine 5'-phosphate [CPD:C00647]"", 'H2O [CPD:C00001]', 'O2 [CPD:C00007]', ""pyridoxine 5'-phosphate [CPD:C00627]""]"
67,1.4.3.15,"['(1) D-glutamate + H2O + O2 = 2-oxoglutarate + NH3 + H2O2 [RN:R00279]', '(2) D-aspartate + H2O + O2 = oxaloacetate + NH3 + H2O2']","['2-oxoglutarate [CPD:C00026]', 'NH3 [CPD:C00014]', 'H2O2 [CPD:C00027]', 'oxaloacetate [CPD:C00036]', 'D-glutamate [CPD:C00217]', 'H2O [CPD:C00001]', 'O2 [CPD:C00007]', 'D-aspartate [CPD:C00402]']"
68,1.4.3.19,"['glycine + H2O + O2 = glyoxylate + NH3 + H2O2 (overall reaction) [RN:R00366]', '(1a) glycine + O2 = 2-iminoacetate + H2O2 [RN:R07463]', '(1b) 2-iminoacetate + H2O = glyoxylate + NH3 [RN:R10245]']","['glyoxylate [CPD:C00048]', 'NH3 [CPD:C00014]', 'H2O2 [CPD:C00027]', '2-iminoacetate [CPD:C15809]', 'glycine [CPD:C00037]', 'H2O [CPD:C00001]', 'O2 [CPD:C00007]', '2-iminoacetate [CPD:C15809]']"
69,1.4.7.1,"['2 L-glutamate + 2 oxidized ferredoxin = L-glutamine + 2-oxoglutarate + 2 reduced ferredoxin + 2 H+ (overall reaction) [RN:R00021]', '(1a) L-glutamate + NH3 = L-glutamine + H2O [RN:R00256]', '(1b) L-glutamate + 2 oxidized ferredoxin + H2O = NH3 + 2-oxoglutarate + 2 reduced ferredoxin + 2 H+ [RN:R10086]']","['L-glutamine [CPD:C00064]', '2-oxoglutarate [CPD:C00026]', 'reduced ferredoxin [CPD:C00138]', 'H+ [CPD:C00080]', 'H2O [CPD:C00001]', 'NH3 [CPD:C00014]', 'L-glutamate [CPD:C00025]', 'oxidized ferredoxin [CPD:C00139]', 'NH3 [CPD:C00014]', 'H2O [CPD:C00001]']"
70,1.4.99.6,"['D-arginine + acceptor + H2O = 5-guanidino-2-oxopentanoate + NH3 + reduced acceptor (overall reaction) [RN:R11018]', '(1a) D-arginine + acceptor = iminoarginine + reduced acceptor [RN:R11016]', '(1b) iminoarginine + H2O = 5-guanidino-2-oxopentanoate + NH3 (spontaneous) [RN:R11017]']","['5-guanidino-2-oxopentanoate [CPD:C03771]', 'NH3 [CPD:C00014]', 'reduced acceptor [CPD:C00030]', 'iminoarginine [CPD:C21026]', 'D-arginine [CPD:C00792]', 'acceptor [CPD:C00028]', 'H2O [CPD:C00001]', 'iminoarginine [CPD:C21026]']"
71,1.5.1.1,"['(1) L-pipecolate + NAD(P)+ = 1-piperideine-2-carboxylate + NAD(P)H + H+ [RN:R02201 R02203]', '(2) L-proline + NAD(P)+ = 1-pyrroline-2-carboxylate + NAD(P)H + H+ [RN:R01246 R01249]']","['1-piperideine-2-carboxylate [CPD:C04092]', 'NADH [CPD:C00004]', 'NADPH [CPD:C00005]', 'H+ [CPD:C00080]', '1-pyrroline-2-carboxylate [CPD:C03564]', 'L-pipecolate [CPD:C00408]', 'NAD+ [CPD:C00003]', 'NADP+ [CPD:C00006]', 'L-proline [CPD:C00148]']"
72,1.5.1.21,"['(1) L-pipecolate + NADP+ = 1-piperideine-2-carboxylate + NADPH + H+ [RN:R02203]', '(2) L-proline + NADP+ = 1-pyrroline-2-carboxylate + NADPH + H+ [RN:R01249]']","['1-piperideine-2-carboxylate [CPD:C04092]', 'NADPH [CPD:C00005]', 'H+ [CPD:C00080]', '1-pyrroline-2-carboxylate [CPD:C03564]', 'L-pipecolate [CPD:C00408]', 'NADP+ [CPD:C00006]', 'L-proline [CPD:C00148]']"
73,1.5.1.43,"['(1) carboxynorspermidine + H2O + NADP+ = L-aspartate 4-semialdehyde + propane-1,3-diamine + NADPH + H+ [RN:R09080]', '(2) carboxyspermidine + H2O + NADP+ = L-aspartate 4-semialdehyde + putrescine + NADPH + H+ [RN:R09079]']","['L-aspartate 4-semialdehyde [CPD:C00441]', 'propane-1,3-diamine [CPD:C00986]', 'NADPH [CPD:C00005]', 'H+ [CPD:C00080]', 'putrescine [CPD:C00134]', 'carboxynorspermidine [CPD:C18174]', 'H2O [CPD:C00001]', 'NADP+ [CPD:C00006]', 'carboxyspermidine [CPD:C18172]']"
74,1.5.3.5,"['(S)-6-hydroxynicotine + H2O + O2 = 1-(6-hydroxypyridin-3-yl)-4-(methylamino)butan-1-one + H2O2 (overall reaction) [RN:R03202]', '(1a) (S)-6-hydroxynicotine + O2 = 5-(N-methyl-4,5-dihydro-1H-pyrrol-2-yl)pyridin-2-ol + H2O2 [RN:R11048]', '(1b) 5-(N-methyl-4,5-dihydro-1H-pyrrol-2-yl)pyridin-2-ol + H2O = 1-(6-hydroxypyridin-3-yl)-4-(methylamino)butan-1-one (spontaneous) [RN:R11049]']","['1-(6-hydroxypyridin-3-yl)-4-(methylamino)butan-1-one [CPD:C01297]', 'H2O2 [CPD:C00027]', '5-(N-methyl-4,5-dihydro-1H-pyrrol-2-yl)pyridin-2-ol [CPD:C21075]', '(S)-6-hydroxynicotine [CPD:C01056]', 'H2O [CPD:C00001]', 'O2 [CPD:C00007]', '5-(N-methyl-4,5-dihydro-1H-pyrrol-2-yl)pyridin-2-ol [CPD:C21075]']"
75,1.5.3.6,"['(R)-6-hydroxynicotine + H2O + O2 = 1-(6-hydroxypyridin-3-yl)-4-(methylamino)butan-1-one + H2O2 (overall reaction) [RN:R07170]', '(1a) (R)-6-hydroxynicotine + O2 = 5-(N-methyl-4,5-dihydro-1H-pyrrol-2-yl)pyridin-2-ol + H2O2  [RN:R11050]', '(1b) 5-(N-methyl-4,5-dihydro-1H-pyrrol-2-yl)pyridin-2-ol + H2O = 1-(6-hydroxypyridin-3-yl)-4-(methylamino)butan-1-one (spontaneous) [RN:R11049]']","['1-(6-hydroxypyridin-3-yl)-4-(methylamino)butan-1-one [CPD:C01297]', 'H2O2 [CPD:C00027]', '5-(N-methyl-4,5-dihydro-1H-pyrrol-2-yl)pyridin-2-ol [CPD:C21075]', '(R)-6-hydroxynicotine [CPD:C03043]', 'H2O [CPD:C00001]', 'O2 [CPD:C00007]', '5-(N-methyl-4,5-dihydro-1H-pyrrol-2-yl)pyridin-2-ol [CPD:C21075]']"
76,1.5.3.12,"['(1) dihydrosanguinarine + O2 = sanguinarine + H2O2 [RN:R04703]', '(2) dihydrochelirubine + O2 = chelirubine + H2O2 [RN:R04706]', '(3) dihydromacarpine + O2 = macarpine + H2O2 [RN:R04768]']","['sanguinarine [CPD:C06162]', 'H2O2 [CPD:C00027]', 'chelirubine [CPD:C06327]', 'macarpine [CPD:C06165]', 'dihydrosanguinarine [CPD:C05191]', 'O2 [CPD:C00007]', 'dihydrochelirubine [CPD:C05194]', 'dihydromacarpine [CPD:C05316]']"
77,1.5.3.13,"['(1) N1-acetylspermidine + O2 + H2O = putrescine + 3-acetamidopropanal + H2O2 [RN:R09074]', '(2) N1-acetylspermine + O2 + H2O = spermidine + 3-acetamidopropanal + H2O2 [RN:R03899]']","['putrescine [CPD:C00134]', '3-acetamidopropanal [CPD:C18170]', 'H2O2 [CPD:C00027]', 'spermidine [CPD:C00315]', 'N1-acetylspermidine [CPD:C00612]', 'O2 [CPD:C00007]', 'H2O [CPD:C00001]', 'N1-acetylspermine [CPD:C02567]']"
78,1.5.3.17,"['(1) spermine + O2 + H2O = spermidine + 3-aminopropanal + H2O2 [RN:R09076]', '(2) spermidine + O2 + H2O = putrescine + 3-aminopropanal + H2O2 [RN:R09077]', '(3) N1-acetylspermine + O2 + H2O = spermidine + 3-acetamidopropanal + H2O2 [RN:R03899]', '(4) N1-acetylspermidine + O2 + H2O = putrescine + 3-acetamidopropanal + H2O2 [RN:R09074]']","['spermidine [CPD:C00315]', '3-aminopropanal [CPD:C05665]', 'H2O2 [CPD:C00027]', 'putrescine [CPD:C00134]', '3-acetamidopropanal [CPD:C18170]', 'spermine [CPD:C00750]', 'O2 [CPD:C00007]', 'H2O [CPD:C00001]', 'spermidine [CPD:C00315]', 'N1-acetylspermine [CPD:C02567]', 'N1-acetylspermidine [CPD:C00612]']"
79,1.6.3.5,"['(1) 1,2-dihydro-beta-NAD(P) + H+ + O2 = beta-NAD(P)+ + H2O2 [RN:R11504]', '(2) 1,6-dihydro-beta-NAD(P) + H+ + O2 = beta-NAD(P)+ + H2O2 [RN:R11505]']","['beta-NAD+ [CPD:C00003]', 'beta-NADP+ [CPD:C00006]', 'H2O2 [CPD:C00027]', '1,2-dihydro-beta-NAD [CPD:C21423]', 'H+ [CPD:C00080]', 'O2 [CPD:C00007]', '1,6-dihydro-beta-NAD [CPD:C21424]']"
