,CPD,description
306,cpd:C00325,GDP-L-fucose; GDP-beta-L-fucose
307,cpd:C00326,Glycoprotein
308,cpd:C00327,L-Citrulline; 2-Amino-5-ureidovaleric acid; Citrulline
309,cpd:C00328,L-Kynurenine; 3-Anthraniloyl-L-alanine
310,cpd:C00329,D-Glucosamine; Chitosamine; 2-Amino-2-deoxy-D-glucose
311,cpd:C00330,Deoxyguanosine; 2'-Deoxyguanosine
312,cpd:C00331,Indolepyruvate; Indolepyruvic acid; (Indol-3-yl)pyruvate; Indole-3-pyruvate; 3-(Indol-3-yl)pyruvate
313,cpd:C00332,Acetoacetyl-CoA; Acetoacetyl coenzyme A; 3-Acetoacetyl-CoA
314,cpd:C00333,D-Galacturonate; D-Galacturonic acid
315,cpd:C00334,4-Aminobutanoate; 4-Aminobutanoic acid; 4-Aminobutyrate; 4-Aminobutyric acid; gamma-Aminobutyric acid; GABA
316,cpd:C00337,"(S)-Dihydroorotate; (S)-4,5-Dihydroorotate; L-Dihydroorotate; L-Dihydroorotic acid; Dihydro-L-orotic acid"
317,cpd:C00338,Lipopolysaccharide; LPS
318,cpd:C00339,Long-chain alcohol
319,cpd:C00340,Reduced rubredoxin
320,cpd:C00341,Geranyl diphosphate
321,cpd:C00342,Thioredoxin; Reduced thioredoxin
322,cpd:C00343,Thioredoxin disulfide; Oxidized thioredoxin; Thioredoxin sulfide
323,cpd:C00344,Phosphatidylglycerol; 3-(3-sn-Phosphatidyl)glycerol; 3(3-Phosphatidyl-)glycerol; PtdGro
324,cpd:C00345,6-Phospho-D-gluconate
325,cpd:C00346,Ethanolamine phosphate; O-Phosphorylethanolamine; Phosphoethanolamine; O-Phosphoethanolamine
326,cpd:C00347,Long-chain carboxylate; Long-chain carboxylic acid
327,cpd:C00348,all-trans-Undecaprenyl phosphate
328,cpd:C00349,2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde
329,cpd:C00350,Phosphatidylethanolamine; (3-Phosphatidyl)ethanolamine; (3-Phosphatidyl)-ethanolamine; Cephalin; O-(1-beta-Acyl-2-acyl-sn-glycero-3-phospho)ethanolamine; 1-Acyl-2-acyl-sn-glycero-3-phosphoethanolamine; L-1-Phosphatidylethanolamine
330,cpd:C00351,5'-Phosphooligonucleotide
331,cpd:C00352,D-Glucosamine 6-phosphate; D-Glucosamine phosphate
332,cpd:C00353,"Geranylgeranyl diphosphate; Geranylgeranyl pyrophosphate; all-trans-Geranylgeranyl diphosphate; all-trans-Geranylgeranyl pyrophosphate; (2E,6E,10E)-3,7,11,15-Tetramethylhexadeca-2,6,10,14-tetraen-1-yl diphosphate"
333,cpd:C00354,"D-Fructose 1,6-bisphosphate"
334,cpd:C00355,"3,4-Dihydroxy-L-phenylalanine; L-Dopa; 3-Hydroxy-L-tyrosine; L-beta-(3,4-Dihydroxyphenyl)alanine; Levodopa; Dihydroxy-L-phenylalanine"
335,cpd:C00356,(S)-3-Hydroxy-3-methylglutaryl-CoA; Hydroxymethylglutaryl-CoA; Hydroxymethylglutaroyl coenzyme A; HMG-CoA; 3-Hydroxy-3-methylglutaryl-CoA
336,cpd:C00357,N-Acetyl-D-glucosamine 6-phosphate
337,cpd:C00360,dAMP; 2'-Deoxyadenosine 5'-phosphate; 2'-Deoxyadenosine 5'-monophosphate; Deoxyadenylic acid; Deoxyadenosine monophosphate
338,cpd:C00361,dGDP; 2'-Deoxyguanosine 5'-diphosphate
339,cpd:C00362,dGMP; 2'-Deoxyguanosine 5'-monophosphate; 2'-Deoxyguanosine 5'-phosphate; Deoxyguanylic acid; Deoxyguanosine monophosphate
340,cpd:C00363,dTDP; Deoxythymidine 5'-diphosphate
341,cpd:C00364,dTMP; Thymidine 5'-phosphate; Deoxythymidine 5'-phosphate; Thymidylic acid; 5'-Thymidylic acid; Thymidine monophosphate; Deoxythymidylic acid; Thymidylate
342,cpd:C00365,dUMP; Deoxyuridylic acid; Deoxyuridine monophosphate; Deoxyuridine 5'-phosphate; 2'-Deoxyuridine 5'-phosphate
343,cpd:C00366,Urate; Uric acid
344,cpd:C00367,Casein
345,cpd:C00369,Starch; Glycogen
346,cpd:C00370,Sterol
347,cpd:C00371,Zeatin; N6-(4-Hydroxyisopentenyl)adenine; (E)-2-Methyl-4-(1H-purin-6-ylamino)but-2-en-1-ol; trans-Zeatin
348,cpd:C00372,"Dextran; 1,6-alpha-D-Glucan; (1,6-alpha-D-Glucosyl)n; (1,6-alpha-D-Glucosyl)n+1; (1,6-alpha-D-Glucosyl)m; (1,6-alpha-D-Glucosyl)m+1; Dextran 40; Dextran 70; Dextran 75"
349,cpd:C00373,Elastin
350,cpd:C00374,Heparin; Enoxaparin; Bemiparin
351,cpd:C00375,RCH2NH2
352,cpd:C00376,Retinal; Vitamin A aldehyde; Retinene; all-trans-Retinal; all-trans-Vitamin A aldehyde; all-trans-Retinene
353,cpd:C00377,Steroid
354,cpd:C00378,Thiamine; Thiamin; Vitamin B1; Aneurin; Antiberiberi factor
355,cpd:C00379,Xylitol
356,cpd:C00380,Cytosine
357,cpd:C00381,Dolichol
358,cpd:C00383,Malonate; Malonic acid; Propanedioic acid
359,cpd:C00384,Neomycin
360,cpd:C00385,Xanthine
361,cpd:C00386,Carnosine; Nalpha-(beta-alanyl)-L-histidine
362,cpd:C00387,Guanosine
363,cpd:C00388,Histamine; 1H-Imidazole-4-ethanamine; 2-(4-Imidazolyl)ethylamine
364,cpd:C00389,"Quercetin; 3,3',4,5,7-Pentahydroxyflavone; 3,5,7,3',4'-Pentahydroxyflavone"
365,cpd:C00390,Ubiquinol; QH2; CoQH2
366,cpd:C00391,Calmodulin
367,cpd:C00392,Mannitol; D-Mannitol
368,cpd:C00393,Fibrinogen; Coagulation factor I
369,cpd:C00394,GDP-glucose; GDP-D-glucose; GDP-alpha-D-glucose
370,cpd:C00395,Penicillin; Penam
371,cpd:C00396,Pyrimidine; Pyrimidine base
372,cpd:C00397,Tobramycin; Nebramycin factor 6; 3'-Deoxykanamycin B
373,cpd:C00398,Tryptamine; 3-(2-Aminoethyl)indole
374,cpd:C00399,Ubiquinone; Coenzyme Q; CoQ; Q
375,cpd:C00400,(-)-Menthol; L-Menthol
376,cpd:C00401,Chondroitin; Chondroitin-D-glucuronate
377,cpd:C00402,D-Aspartate; D-Aspartic acid
378,cpd:C00403,Polypeptide
379,cpd:C00404,Polyphosphate; (Phosphate)n; (Phosphate)n+1; (Phosphate)n-1; (Polyphosphate)n; (Polyphosphate)n-1
380,cpd:C00405,D-Amino acid
381,cpd:C00406,Feruloyl-CoA; trans-Feruloyl-CoA
382,cpd:C00407,L-Isoleucine; 2-Amino-3-methylvaleric acid
383,cpd:C00408,L-Pipecolate; Pipecolinic acid; Pipecolic acid; 2-Piperidinecarboxylic acid; (S)-Piperidine-2-carboxylic acid
384,cpd:C00409,Methanethiol; Methylmercaptan
385,cpd:C00410,"Progesterone; 4-Pregnene-3,20-dione"
386,cpd:C00411,Sinapoyl-CoA
387,cpd:C00412,Stearoyl-CoA; Stearyl-CoA; Stearyl coenzyme A
388,cpd:C00413,Streptomycin
389,cpd:C00414,Cyclohexanone
390,cpd:C00415,"Dihydrofolate; Dihydrofolic acid; 7,8-Dihydrofolate; 7,8-Dihydrofolic acid; 7,8-Dihydropteroylglutamate"
391,cpd:C00416,"Phosphatidate; Phosphatidic acid; 1,2-Diacyl-sn-glycerol 3-phosphate; 3-sn-Phosphatidate"
392,cpd:C00417,cis-Aconitate; cis-Aconitic acid
393,cpd:C00418,"(R)-Mevalonate; Mevalonic acid; 3,5-Dihydroxy-3-methylvaleric acid"
394,cpd:C00419,Polynucleotide
395,cpd:C00420,Polysaccharide; Glycan; Polyglycose
396,cpd:C00422,Triacylglycerol; Triglyceride
397,cpd:C00423,trans-Cinnamate; trans-Cinnamic acid; (E)-Cinnamate; (2E)-3-Phenylprop-2-enoate
398,cpd:C00424,(S)-Lactaldehyde; L-Lactaldehyde; L-2-Hydroxypropionaldehyde
399,cpd:C00426,Dermatan sulfate
400,cpd:C00427,"Prostaglandin H2; (5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate; (5Z,13E,15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate; PGH2; (5Z,9alpha,11alpha,13E,15S)-9,11-Epidioxy-15-hydroxy-prosta-5,13-dienoate"
401,cpd:C00429,"5,6-Dihydrouracil; Dihydro-2,4(1H,3H)-pyrimidinedione; Dihydrouracile; Dihydrouracil; 5,6-Dihydro-2,4-dihydroxypyrimidine; Hydrouracil; 2,4-Dioxotetrahydropyrimidine"
402,cpd:C00430,5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid
403,cpd:C00431,5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid
404,cpd:C00433,"2,5-Dioxopentanoate; 2-Oxoglutarate semialdehyde"
405,cpd:C00434,Double-stranded DNA
406,cpd:C00435,Oxidized rubredoxin
407,cpd:C00436,N-Carbamoylputrescine
408,cpd:C00437,N-Acetylornithine; N2-Acetyl-L-ornithine
409,cpd:C00438,N-Carbamoyl-L-aspartate
410,cpd:C00439,N-Formimino-L-glutamate; N-Formimidoyl-L-glutamate
411,cpd:C00440,5-Methyltetrahydrofolate
412,cpd:C00441,L-Aspartate 4-semialdehyde; Aspartate beta-semialdehyde; L-Aspartic 4-semialdehyde
413,cpd:C00444,5'-Phosphooligoribonucleotide
414,cpd:C00445,"5,10-Methenyltetrahydrofolate"
415,cpd:C00446,alpha-D-Galactose 1-phosphate; alpha-D-Galactopyranose 1-phosphate
416,cpd:C00447,"Sedoheptulose 1,7-bisphosphate; D-Sedoheptulose 1,7-bisphosphate; D-altro-Heptulose 1,7-biphosphate"
417,cpd:C00448,"trans,trans-Farnesyl diphosphate; Farnesyl diphosphate; Farnesyl pyrophosphate; 2-trans,6-trans-Farnesyl diphosphate; (2E,6E)-Farnesyl diphosphate"
418,cpd:C00449,"N6-(L-1,3-Dicarboxypropyl)-L-lysine; Saccharopine; L-Saccharopine; N-[(S)-5-Amino-5-carboxypentyl]-L-glutamic acid"
419,cpd:C00450,"(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate; Delta1-Piperideine-6-L-carboxylate"
420,cpd:C00451,"(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate; D-threo-Isocitric acid"
421,cpd:C00454,NDP; Nucleoside diphosphate; Nucleoside 5'-diphosphate
422,cpd:C00455,Nicotinamide D-ribonucleotide; NMN; Nicotinamide mononucleotide; Nicotinamide ribonucleotide; Nicotinamide nucleotide; beta-Nicotinamide D-ribonucleotide; beta-Nicotinamide ribonucleotide; beta-Nicotinamide mononucleotide
423,cpd:C00458,dCTP; Deoxycytidine 5'-triphosphate; Deoxycytidine triphosphate; 2'-Deoxycytidine 5'-triphosphate
424,cpd:C00459,dTTP; Deoxythymidine triphosphate; Deoxythymidine 5'-triphosphate; TTP
425,cpd:C00460,dUTP; 2'-Deoxyuridine 5'-triphosphate
426,cpd:C00461,"Chitin; beta-1,4-Poly-N-acetyl-D-glucosamine; [1,4-(N-Acetyl-beta-D-glucosaminyl)]n; [1,4-(N-Acetyl-beta-D-glucosaminyl)]n+1"
427,cpd:C00462,Halide; Hydrogen halide; HX; Halo acid
428,cpd:C00463,"Indole; 2,3-Benzopyrrole"
429,cpd:C00464,Mannan; Mannoglycan
430,cpd:C00466,Acetoin; 2-Acetoin; 3-Hydroxybutan-2-one; 3-Hydroxy-2-butanone; Dimethylketol
431,cpd:C00468,"Estrone; 3-Hydroxy-1,3,5(10)-estratrien-17-one"
432,cpd:C00469,Ethanol; Ethyl alcohol; Methylcarbinol
433,cpd:C00470,"Pectate; Pectic acid; alpha-D-Polygalacturonic acid; Poly(1,4-alpha-D-galacturonate); Poly(1,4-alpha-D-galacturonate)(n); (1,4-alpha-D-Galacturonide)n; [(1->4)-alpha-D-Galacturonosyl]n; De-esterified pectin; (1,4-alpha-D-Galacturonosyl)n"
434,cpd:C00472,"p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone"
435,cpd:C00473,Retinol; all-trans-Retinol; Vitamin A; Vitamin A1
436,cpd:C00474,Ribitol; Adonitol
437,cpd:C00475,Cytidine
438,cpd:C00476,D-Lyxose
439,cpd:C00477,Ecdysone
440,cpd:C00478,Lichenin; Lichenan
441,cpd:C00479,Propanal; Propionaldehyde
442,cpd:C00480,Pullulan
443,cpd:C00481,"Pyrazole; 1,2-Diazole"
444,cpd:C00482,"Sinapate; Sinapic acid; 3,5-Dimethoxy-4-hydroxycinnamic acid"
445,cpd:C00483,Tyramine; 2-(p-Hydroxyphenyl)ethylamine
446,cpd:C00484,Arylamide
447,cpd:C00486,Bilirubin
448,cpd:C00487,Carnitine; gamma-Trimethyl-hydroxybutyrobetaine; 3-Hydroxy-4-trimethylammoniobutanoate
449,cpd:C00488,Formamide; Methanamide
450,cpd:C00489,"Glutarate; Glutaric acid; Pentanedioic acid; 1,3-Propanedicarboxylic acid"
451,cpd:C00490,Itaconate; Itaconic acid; Methylenesuccinic acid
452,cpd:C00491,L-Cystine; L-Dicysteine; L-alpha-Diamino-beta-dithiolactic acid
453,cpd:C00492,Raffinose; Melitose; Melitriose; Gossypose; 6G-alpha-D-galactosylsucrose
454,cpd:C00493,"Shikimate; Shikimic acid; 3,4,5-Trihydroxy-1-cyclohexenecarboxylic acid"
455,cpd:C00494,Sisomicin; Antibiotic 6640; Dehydrogentamicin Cla; Rickamicin
456,cpd:C00495,Sulochrin
457,cpd:C00496,Ubiquitin
458,cpd:C00497,(R)-Malate; D-Malate; D-Malic acid
459,cpd:C00498,ADP-glucose; ADP-alpha-D-glucose; Adenosine diphosphoglucose
460,cpd:C00499,Allantoate; Allantoic acid
461,cpd:C00500,Biliverdin; Biliverdin IX alpha
462,cpd:C00501,CDP-glucose; CDP-D-Glucose
463,cpd:C00502,D-Xylonate
464,cpd:C00503,Erythritol; Erythrol; Phycitol; Phycite; Erythrite
465,cpd:C00504,Folate; Pteroylglutamic acid; Folic acid
466,cpd:C00505,Gentamicin
467,cpd:C00506,L-Cysteate; L-Cysteic acid; 3-Sulfoalanine; 2-Amino-3-sulfopropionic acid
468,cpd:C00507,L-Rhamnose; 6-Deoxy-L-mannose; L-Mannomethylose; L-Rhamnopyranose
469,cpd:C00508,L-Ribulose; L-erythro-Pentulose; L-Arabinoketose; L-Arabinulose; L-Riboketose
470,cpd:C00509,"Naringenin; 4',5,7-Trihydroxyflavanone; (2S)-Naringenin; (-)-(2S)-Naringenin"
471,cpd:C00510,Oleoyl-CoA; (9Z)-Octadecenoyl-CoA
472,cpd:C00511,Acrylic acid; Propenoate; Acrylate; 2-Propenoic acid; Vinylformic acid
473,cpd:C00512,Benzoyl-CoA; S-Benzoyl-coenzyme A
474,cpd:C00513,CDP-glycerol
475,cpd:C00514,D-Mannonate
476,cpd:C00515,D-Ornithine
477,cpd:C00516,Fibronectin
478,cpd:C00517,Hexadecanal; Palmitaldehyde
479,cpd:C00518,"Hyaluronate; Hyaluronic acid; Hyaluronan; [beta-N-Acetyl-D-glucosaminyl(1,4)beta-D-glucuronosyl(1,3)]n"
480,cpd:C00519,Hypotaurine; 2-Aminoethanesulfinic acid
481,cpd:C00521,(-)-Limonene; (-)-(S)-Limonene; (-)-(4S)-Limonene
482,cpd:C00522,(R)-Pantoate; Pantoate; Pantoic acid
483,cpd:C00523,Androsterone; 3alpha-Hydroxy-5alpha-androstan-17-one
484,cpd:C00524,Cytochrome c; Holocytochrome c
485,cpd:C00525,D-Tryptophan
486,cpd:C00526,Deoxyuridine; 2-Deoxyuridine; 2'-Deoxyuridine
487,cpd:C00527,Glutaryl-CoA
488,cpd:C00528,Glycopeptide
489,cpd:C00530,"Hydroquinone; p-Benzenediol; 1,4-Benzenediol; 1,4-Dihydroxybenzene; Benzene-1,4-diol; Quinol; 4-Hydroxyphenol"
490,cpd:C00531,Itaconyl-CoA
491,cpd:C00532,L-Arabitol; L-Arabinol; L-Arabinitol; L-Lyxitol
492,cpd:C00533,Nitric oxide; NO; Nitrogen monoxide
493,cpd:C00534,Pyridoxamine; PM
494,cpd:C00535,Testosterone; 17beta-Hydroxy-4-androsten-3-one
495,cpd:C00536,Triphosphate; Triphosphoric acid; Tripolyphosphate; Inorganic triphosphate
496,cpd:C00538,2-Oxoaldehyde
497,cpd:C00539,Aromatic acid; Aromatic carboxylic acid
498,cpd:C00540,Cinnamoyl-CoA; S-(Cinnamoyl) coenzyme A
499,cpd:C00541,Cob(II)alamin; Vitamin B12r
500,cpd:C00542,Cystathionine
501,cpd:C00543,Dimethylamine; (CH3)2NH
502,cpd:C00544,"Homogentisate; Homogentisic acid; 2,5-Dihydroxyphenylacetic acid; 2,5-Dihydroxyphenylacetate"
503,cpd:C00545,L-Arabinonate
504,cpd:C00546,Methylglyoxal; Pyruvaldehyde; Pyruvic aldehyde; 2-Ketopropionaldehyde; 2-Oxopropanal
505,cpd:C00547,"L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol"
506,cpd:C00548,"Phenyl acetate; Acetylphenol; Acetic acid,phenyl ester"
507,cpd:C00549,RNA (poly(U))
508,cpd:C00550,Sphingomyelin
509,cpd:C00551,beta-D-Glucan; beta-Glucan
510,cpd:C00552,meso-Tartaric acid; meso-Tartrate
511,cpd:C00553,(+)-Neomenthol
512,cpd:C00555,4-Aminobutyraldehyde; 4-Aminobutanal
513,cpd:C00556,Benzyl alcohol; alpha-Hydroxytoluene; Benzenemethanol; Phenylmethanol; Phenylcarbinol; Hydroxymethylbenzene
514,cpd:C00557,Cyclopentanone
515,cpd:C00558,D-Tagaturonate; D-Tagaturonic acid
516,cpd:C00559,Deoxyadenosine; 2'-Deoxyadenosine
517,cpd:C00561,Mandelonitrile; Benzaldehyde cyanohydrin; (R)-Mandelonitrile
518,cpd:C00562,Phosphoprotein
519,cpd:C00563,Phosphoramidon
520,cpd:C00565,"Trimethylamine; (CH3)3N; N,N-Dimethylmethanamine"
521,cpd:C00566,(3S)-Citryl-CoA
522,cpd:C00568,4-Aminobenzoate; ABEE; 4-Aminobenzoic acid; p-Aminobenzoate
523,cpd:C00569,Arabinogalactan; Arabinogalactoglycan
524,cpd:C00570,CDP-ethanolamine; Cytidine diphosphate ethanolamine
525,cpd:C00571,Cyclohexylamine; Cyclohexanamine
526,cpd:C00573,Keratan sulfate; Kerato sulfate; Keratan 6'-sulfate; Keratan; Kerato 6'-sulfate
527,cpd:C00574,beta-D-Fucoside
528,cpd:C00575,"3',5'-Cyclic AMP; Cyclic adenylic acid; Cyclic AMP; Adenosine 3',5'-phosphate; Adenosine 3',5'-cyclic phosphate; cAMP"
529,cpd:C00576,Betaine aldehyde
530,cpd:C00577,D-Glyceraldehyde
531,cpd:C00579,Dihydrolipoamide; Dihydrothioctamide
532,cpd:C00580,Dimethyl sulfide; Methyl sulfide; Methyl thioether
533,cpd:C00581,Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid
534,cpd:C00582,Phenylacetyl-CoA; Phenylacetyl coenzyme A
535,cpd:C00583,"Propane-1,2-diol; 1,2-Propanediol; Propylene glycol"
536,cpd:C00584,"Prostaglandin E2; (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoate; (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate; Dinoprostone; PGE2"
537,cpd:C00585,Protein tyrosine; [Protein]-L-tyrosine
538,cpd:C00586,2-Deoxy-D-glucose; 2-Deoxy-D-arabino-hexose; D-arabino-2-Deoxyhexose
539,cpd:C00587,3-Hydroxybenzoate; 3-Hydroxybenzoic acid; m-Hydroxybenzoic acid
540,cpd:C00588,Choline phosphate; Phosphorylcholine; Phosphocholine; O-Phosphocholine
541,cpd:C00590,Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol; trans-Coniferyl alcohol
542,cpd:C00591,N-Acylneuraminate
543,cpd:C00593,Sulfoacetaldehyde; 2-Sulfoacetaldehyde
544,cpd:C00596,"2-Hydroxy-2,4-pentadienoate; cis-2-Hydroxypenta-2,4-dienoate; Oxopent-4-enoate; 2-Oxopent-4-enoate; 2-Hydroxypenta-2,4-dienoate"
545,cpd:C00597,Glycerate 3-phosphate; 3-Phosphoglycerate
546,cpd:C00599,Cholest-4-en-3-one; Cholestenone; 4-Cholesten-3-one
547,cpd:C00601,Phenylacetaldehyde; alpha-Tolualdehyde
548,cpd:C00602,beta-D-Galactoside
549,cpd:C00603,(S)-Ureidoglycolate; (-)-Ureidoglycolate
550,cpd:C00604,"1,10-Phenanthroline; o-Phenanthroline"
551,cpd:C00605,"2,3-Dehydroacyl-CoA; Dehydroacyl-CoA"
552,cpd:C00606,3-Sulfino-L-alanine; L-Cysteinesulfinic acid; 3-Sulphino-L-alanine; 3-Sulfinoalanine
553,cpd:C00607,Chondroitin sulfate
554,cpd:C00608,Deoxyribonucleotide
555,cpd:C00609,Long-chain aldehyde
556,cpd:C00611,"N-Acetyllactosamine; beta-D-Galactosyl-1,4-N-acetyl-D-glucosamine; beta-D-Galactosyl-1,4-N-acetyl-beta-D-glucosamine"
557,cpd:C00612,N1-Acetylspermidine
558,cpd:C00613,Protein-L-arginine; Peptide L-arginine
559,cpd:C00614,Protein glutamate; Protein L-glutamate
560,cpd:C00615,Protein histidine; Protein L-histidine; [Protein]-L-histidine
561,cpd:C00616,Quercetin 3-sulfate
562,cpd:C00617,UDP-D-galacturonate; UDPgalacturonate; UDP-alpha-D-galacturonate
563,cpd:C00618,3-Dehydro-L-gulonate
564,cpd:C00619,3-Oxo-Delta4-steroid
565,cpd:C00620,alpha-D-Ribose 1-phosphate; Ribose 1-phosphate; D-Ribose 1-phosphate
566,cpd:C00621,Dolichyl diphosphate; Dolichol diphosphate
567,cpd:C00623,sn-Glycerol 1-phosphate; sn-Gro-1-P; L-Glycerol 1-phosphate
568,cpd:C00624,N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid
569,cpd:C00625,N-Acyl-D-mannosamine
570,cpd:C00627,Pyridoxine phosphate; Pyridoxine 5-phosphate; Pyridoxine 5'-phosphate; Pyridoxol 5'-phosphate
571,cpd:C00628,"2,5-Dihydroxybenzoate; 2,5-Dihydroxybenzoic acid; Gentisic acid; Hydroquinonecarboxylic acid; Gentisate"
572,cpd:C00630,2-Methylpropanoyl-CoA; 2-Methylpropionyl-CoA; Isobutyryl-CoA
573,cpd:C00631,2-Phospho-D-glycerate; D-Glycerate 2-phosphate; 2-Phospho-(R)-glycerate
574,cpd:C00632,3-Hydroxyanthranilate; 3-Hydroxyanthranilic acid
575,cpd:C00633,4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde
576,cpd:C00634,Chondroitin 4-sulfate; Chondroitin sulfate A; Chondroitin 4'-sulfate
577,cpd:C00635,Chondroitin 6-sulfate; Chondroitin sulfate C; Chondroitin 6'-sulfate
578,cpd:C00636,D-Mannose 1-phosphate; alpha-D-Mannose 1-phosphate
579,cpd:C00637,Indole-3-acetaldehyde; 2-(Indol-3-yl)acetaldehyde; Indoleacetaldehyde
580,cpd:C00638,Long-chain fatty acid; Higher fatty acid
581,cpd:C00639,"Prostaglandin F2alpha; (5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate; (+)-Prostaglandin F2a; 7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid; 9a,11a-PGF2; Amoglandin; Cyclosin; Dinoprost; Enzaprost; Enzaprost F; Panacelan; PGF2a; 9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid; Prostaglandin F2a; Prostin F 2 alpha; Protamodin; U 14583; (5Z,9alpha,11alpha,13E,15S)-9,11,15-Trihydroxyprosta-5,13-dienoate"
582,cpd:C00640,(3S)-3-Hydroxyacyl-CoA; (S)-3-Hydroxyacyl-CoA
583,cpd:C00641,"1,2-Diacyl-sn-glycerol; 1,2-Diacylglycerol; L-1,2-Diacylglycerol"
584,cpd:C00642,4-Hydroxyphenylacetate; 4-Hydroxyphenylacetic acid
585,cpd:C00643,5-Hydroxy-L-tryptophan; Oxitriptan
586,cpd:C00644,D-Mannitol 1-phosphate
587,cpd:C00645,N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose
588,cpd:C00647,Pyridoxamine phosphate; Pyridoxamine 5-phosphate; Pyridoxamine 5'-phosphate
589,cpd:C00650,4-Hydroxymandelonitrile
590,cpd:C00651,4-Methylene-L-glutamate
591,cpd:C00652,"D-Arabinono-1,4-lactone"
592,cpd:C00653,"Poly(ribitol phosphate); Poly-1,5-ribitol phosphate; (Ribitol phosphate)n; (Ribitol phosphate)n+1"
593,cpd:C00655,Xanthosine 5'-phosphate; Xanthylic acid; XMP; (9-D-Ribosylxanthine)-5'-phosphate
594,cpd:C00658,"trans-2,3-Dehydroacyl-CoA; trans-2-Enoyl-CoA; trans-2,3-Didehydroacyl-CoA; trans-Didehydroacyl-CoA; (2E)-2-Enoyl-CoA"
595,cpd:C00659,2-Aceto-2-hydroxybutanoate
596,cpd:C00661,Glyceraldehyde 3-phosphate
597,cpd:C00662,Reduced adrenal ferredoxin; Reduced adrenodoxin
598,cpd:C00663,beta-D-Glucose 1-phosphate
599,cpd:C00664,5-Formiminotetrahydrofolate; 5-Formimidoyltetrahydrofolate
600,cpd:C00665,"beta-D-Fructose 2,6-bisphosphate; D-Fructose 2,6-bisphosphate"
601,cpd:C00666,"LL-2,6-Diaminoheptanedioate; LL-2,6-Diaminopimelate; LL-2,6-Diaminopimelic acid"
602,cpd:C00667,Oxidized adrenal ferredoxin; Oxidized adrenodoxin
603,cpd:C00668,alpha-D-Glucose 6-phosphate
604,cpd:C00669,gamma-L-Glutamyl-L-cysteine; L-gamma-Glutamylcysteine; 5-L-Glutamyl-L-cysteine; gamma-Glutamylcysteine
605,cpd:C00670,sn-Glycero-3-phosphocholine; Glycerophosphocholine
606,cpd:C00671,(S)-3-Methyl-2-oxopentanoic acid; (S)-3-Methyl-2-oxopentanoate; (3S)-3-Methyl-2-oxopentanoic acid; (3S)-3-Methyl-2-oxopentanoate
607,cpd:C00672,2-Deoxy-D-ribose 1-phosphate; 2-Deoxy-alpha-D-ribose 1-phosphate
608,cpd:C00673,2-Deoxy-D-ribose 5-phosphate
609,cpd:C00674,"5alpha-Androstane-3,17-dione; Androstanedione"
610,cpd:C00675,Deoxynucleoside 3'-phosphate; 2'-Deoxyribonucleoside 3'-phosphate
611,cpd:C00676,Deoxynucleoside 5'-phosphate; 2'-Deoxynucleoside 5'-phosphate; 2'-Deoxyribonucleoside 5'-phosphate; 2'-Deoxynucleoside 5'-monophosphate; 2'-Deoxyribonucleoside 5'-monophosphate
612,cpd:C00677,Deoxynucleoside triphosphate; 2'-Deoxyribonucleoside 5'-triphosphate; 2'-Deoxyribonucleoside triphosphate
613,cpd:C00679,"5-Dehydro-4-deoxy-D-glucarate; (2R,3S)-2,3-Dihydroxy-5-oxohexanedioate"
614,cpd:C00680,"meso-2,6-Diaminoheptanedioate; meso-2,6-Diaminopimelate; meso-2,6-Diaminopimelic acid; meso-Diaminoheptanedioate"
615,cpd:C00681,1-Acyl-sn-glycerol 3-phosphate; 2-Lysophosphatidate; Lysophosphatidate; Lysophosphatidic acid
616,cpd:C00682,2-Hydroxymuconate semialdehyde; 2-Hydroxymuconic semialdehyde; 2-Hydroxymuconate-6-semialdehyde
