entry,product,reacts,PubChem,SMILES,Mol,Fingerprint,dist,enzyme_class_1,enzyme_class_2,enzyme_class_3,enzyme_class_4,enzyme_class_5,enzyme_class_6,enzyme_class_7,n_C,n_H,n_O,n_N,n_P,n_S,n_X,DoU,MW
1.13.11.84,C06098,1.0,8363,CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C[C@H](CC2(C)C)O)C)\C)\C)/C)/C,<rdkit.Chem.rdchem.Mol object at 0x10ef9ae40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef9af80>,0.6484490095417422,1,0,0,0,0,0,0,40.0,56.0,2.0,0.0,0.0,0.0,0.0,13.0,568.8860000000002
1.14.15.24,C02094,1.0,5178,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C,<rdkit.Chem.rdchem.Mol object at 0x10ef9aee0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef990d0>,0.8463444857496901,1,0,0,0,0,0,0,40.0,56.0,0.0,0.0,0.0,0.0,0.0,13.0,536.8880000000004
1.14.99.63,C02094,1.0,5178,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C,<rdkit.Chem.rdchem.Mol object at 0x10ef9ad00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef99030>,0.8388278388278388,1,0,0,0,0,0,0,40.0,56.0,0.0,0.0,0.0,0.0,0.0,13.0,536.8880000000004
1.5.3.6,C03043,1.0,5946,CN1CCC[C@@H]1C2=CNC(=O)C=C2,<rdkit.Chem.rdchem.Mol object at 0x10ef9ada0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef99080>,0.47666099428368747,1,0,0,0,0,0,0,10.0,14.0,1.0,2.0,0.0,0.0,0.0,5.0,178.23499999999999
2.7.1.159,C04477,1.0,7097,[C@H]1([C@H](C([C@H]([C@@H](C1O)OP(=O)(O)O)OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef992b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef99170>,1.0,0,1,0,0,0,0,0,6.0,16.0,18.0,0.0,4.0,0.0,0.0,1.0,500.07200000000006
2.7.1.159,C01243,1.0,4464,[C@H]1([C@H]([C@@H]([C@H]([C@H]([C@H]1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef99350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef99210>,1.0,0,1,0,0,0,0,0,6.0,15.0,15.0,0.0,3.0,0.0,0.0,1.0,420.093
3.1.3.56,C01243,1.0,4464,[C@H]1([C@H]([C@@H]([C@H]([C@H]([C@H]1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef993f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef99120>,0.9536290322580645,0,0,1,0,0,0,0,6.0,15.0,15.0,0.0,3.0,0.0,0.0,1.0,420.093
1.1.1.353,C20507,1.0,172232256,C1=C(C=C2C(=C1O)C(=O)C3=C(C4=C(C=C3C2=O)O[C@@H]([C@H]4CCO)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef99490>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef991c0>,0.8505653723143771,1,0,0,0,0,0,0,18.0,14.0,8.0,0.0,0.0,0.0,0.0,12.0,358.3020000000001
3.1.1.94,C20507,1.0,172232256,C1=C(C=C2C(=C1O)C(=O)C3=C(C4=C(C=C3C2=O)O[C@@H]([C@H]4CCO)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef99530>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef99260>,0.5786388555736013,0,0,1,0,0,0,0,18.0,14.0,8.0,0.0,0.0,0.0,0.0,12.0,358.3020000000001
1.1.1.353,C20506,1.0,172232255,CC(=O)OCC[C@H](CO)C1=C(C=C2C(=C1O)C(=O)C3=C(C=C(C=C3C2=O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef995d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef99300>,0.8505653723143771,1,0,0,0,0,0,0,20.0,18.0,9.0,0.0,0.0,0.0,0.0,12.0,402.35500000000013
3.1.1.94,C20506,1.0,172232255,CC(=O)OCC[C@H](CO)C1=C(C=C2C(=C1O)C(=O)C3=C(C=C(C=C3C2=O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef99670>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef993a0>,0.5786388555736013,0,0,1,0,0,0,0,20.0,18.0,9.0,0.0,0.0,0.0,0.0,12.0,402.35500000000013
1.1.1.353,C20505,1.0,172232254,CC(=O)OCC[C@@H]1[C@H](OC2=C1C(=C3C(=C2)C(=O)C4=CC(=CC(=C4C3=O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef99710>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef99440>,0.8505653723143771,1,0,0,0,0,0,0,20.0,16.0,9.0,0.0,0.0,0.0,0.0,13.0,400.3390000000001
3.1.1.94,C20505,1.0,172232254,CC(=O)OCC[C@@H]1[C@H](OC2=C1C(=C3C(=C2)C(=O)C4=CC(=CC(=C4C3=O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef997b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef994e0>,0.5786388555736013,0,0,1,0,0,0,0,20.0,16.0,9.0,0.0,0.0,0.0,0.0,13.0,400.3390000000001
1.1.1.353,C20503,1.0,172232252,CC(=O)CC[C@@H]1[C@H](OC2=C1C(=C3C(=C2)C(=O)C4=CC(=CC(=C4C3=O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef99850>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef99580>,0.8505653723143771,1,0,0,0,0,0,0,20.0,16.0,8.0,0.0,0.0,0.0,0.0,13.0,384.3400000000001
1.4.3.15,C00217,1.0,3517,C(CC(=O)O)[C@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x10ef998f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef99620>,0.45091455385573037,1,0,0,0,0,0,0,5.0,9.0,4.0,1.0,0.0,0.0,0.0,2.0,147.13
2.3.2.1,C00217,1.0,3517,C(CC(=O)O)[C@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x10ef99990>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef996c0>,0.8138138138138138,0,1,0,0,0,0,0,5.0,9.0,4.0,1.0,0.0,0.0,0.0,2.0,147.13
1.4.3.15,C00036,1.0,3338,C(C(=O)C(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef99a30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef99760>,0.45091455385573037,1,0,0,0,0,0,0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,3.0,132.071
1.1.1.38,C00036,1.0,3338,C(C(=O)C(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef99ad0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef99800>,0.5370055721461344,1,0,0,0,0,0,0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,3.0,132.071
4.1.3.17,C00036,1.0,3338,C(C(=O)C(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef99b70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef998a0>,0.5113262078335608,0,0,0,1,0,0,0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,3.0,132.071
1.1.1.40,C00036,1.0,3338,C(C(=O)C(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef99c10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef99940>,0.5370055721461344,1,0,0,0,0,0,0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,3.0,132.071
1.4.3.15,C00026,1.0,3328,C(CC(=O)O)C(=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef99cb0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef999e0>,0.45091455385573037,1,0,0,0,0,0,0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,146.09799999999998
1.14.20.14,C00026,1.0,3328,C(CC(=O)O)C(=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef99d50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef99a80>,0.42784577442331795,1,0,0,0,0,0,0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,146.09799999999998
1.14.11.44,C00026,1.0,3328,C(CC(=O)O)C(=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef99df0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef99b20>,0.46081345109942146,1,0,0,0,0,0,0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,146.09799999999998
1.1.1.286,C00026,1.0,3328,C(CC(=O)O)C(=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef99e90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef99bc0>,0.511621013119074,1,0,0,0,0,0,0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,146.09799999999998
1.4.1.13,C00026,1.0,3328,C(CC(=O)O)C(=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef99f30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef99c60>,0.5373340777752542,1,0,0,0,0,0,0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,146.09799999999998
1.14.11.27,C00026,1.0,3328,C(CC(=O)O)C(=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef99e40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef99f80>,0.22159879336349927,1,0,0,0,0,0,0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,146.09799999999998
1.14.20.4,C00026,1.0,3328,C(CC(=O)O)C(=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef99ee0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef980d0>,0.44905497301772535,1,0,0,0,0,0,0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,146.09799999999998
1.1.1.42,C00026,1.0,3328,C(CC(=O)O)C(=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef99d00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef98030>,0.4996483825597749,1,0,0,0,0,0,0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,146.09799999999998
1.14.20.7,C00026,1.0,3328,C(CC(=O)O)C(=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef99da0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef98080>,0.3645490398448924,1,0,0,0,0,0,0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,146.09799999999998
2.6.1.52,C00026,1.0,3328,C(CC(=O)O)C(=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef982b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef98170>,0.43161480148965553,0,1,0,0,0,0,0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,146.09799999999998
4.2.1.168,C00026,1.0,3328,C(CC(=O)O)C(=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef98350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef98210>,0.4650233570881704,0,0,0,1,0,0,0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,146.09799999999998
1.14.11.21,C00026,1.0,3328,C(CC(=O)O)C(=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef983f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef98120>,0.522002431574748,1,0,0,0,0,0,0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,146.09799999999998
1.4.7.1,C00026,1.0,3328,C(CC(=O)O)C(=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef98490>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef981c0>,0.5373340777752542,1,0,0,0,0,0,0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,146.09799999999998
1.14.11.43,C00026,1.0,3328,C(CC(=O)O)C(=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef98530>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef98260>,0.46081345109942146,1,0,0,0,0,0,0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,146.09799999999998
2.6.1.114,C00026,1.0,3328,C(CC(=O)O)C(=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef985d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef98300>,0.453781512605042,0,1,0,0,0,0,0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,146.09799999999998
1.14.11.36,C00026,1.0,3328,C(CC(=O)O)C(=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef98670>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef983a0>,0.5334794845134162,1,0,0,0,0,0,0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,146.09799999999998
1.14.11.25,C00026,1.0,3328,C(CC(=O)O)C(=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef98710>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef98440>,0.6225438059027856,1,0,0,0,0,0,0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,146.09799999999998
2.8.4.3,C05198,1.0,7603,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef987b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef984e0>,0.328125,0,1,0,0,0,0,0,10.0,13.0,3.0,5.0,0.0,0.0,0.0,7.0,251.246
2.1.1.350,C05198,1.0,7603,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef98850>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef98580>,0.2865907576253966,0,1,0,0,0,0,0,10.0,13.0,3.0,5.0,0.0,0.0,0.0,7.0,251.246
2.1.1.192,C05198,1.0,7603,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef988f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef98620>,0.328125,0,1,0,0,0,0,0,10.0,13.0,3.0,5.0,0.0,0.0,0.0,7.0,251.246
1.17.98.2,C05198,1.0,7603,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef98990>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef986c0>,0.328125,1,0,0,0,0,0,0,10.0,13.0,3.0,5.0,0.0,0.0,0.0,7.0,251.246
2.8.4.4,C05198,1.0,7603,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef98a30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef98760>,0.328125,0,1,0,0,0,0,0,10.0,13.0,3.0,5.0,0.0,0.0,0.0,7.0,251.246
2.8.4.5,C05198,1.0,7603,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef98ad0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef98800>,0.328125,0,1,0,0,0,0,0,10.0,13.0,3.0,5.0,0.0,0.0,0.0,7.0,251.246
1.21.98.3,C05198,1.0,7603,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef98b70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef988a0>,0.42167632691766493,1,0,0,0,0,0,0,10.0,13.0,3.0,5.0,0.0,0.0,0.0,7.0,251.246
2.8.4.3,C00073,1.0,3373,CSCC[C@@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x10ef98c10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef98940>,0.328125,0,1,0,0,0,0,0,5.0,11.0,2.0,1.0,0.0,1.0,0.0,1.0,149.215
2.1.1.350,C00073,1.0,3373,CSCC[C@@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x10ef98cb0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef989e0>,0.2865907576253966,0,1,0,0,0,0,0,5.0,11.0,2.0,1.0,0.0,1.0,0.0,1.0,149.215
2.1.1.192,C00073,1.0,3373,CSCC[C@@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x10ef98d50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef98a80>,0.328125,0,1,0,0,0,0,0,5.0,11.0,2.0,1.0,0.0,1.0,0.0,1.0,149.215
4.4.1.11,C00073,1.0,3373,CSCC[C@@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x10ef98df0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef98b20>,0.2577731562795298,0,0,0,1,0,0,0,5.0,11.0,2.0,1.0,0.0,1.0,0.0,1.0,149.215
1.17.98.2,C00073,1.0,3373,CSCC[C@@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x10ef98e90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef98bc0>,0.328125,1,0,0,0,0,0,0,5.0,11.0,2.0,1.0,0.0,1.0,0.0,1.0,149.215
2.8.4.4,C00073,1.0,3373,CSCC[C@@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x10ef98f30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef98c60>,0.328125,0,1,0,0,0,0,0,5.0,11.0,2.0,1.0,0.0,1.0,0.0,1.0,149.215
2.8.4.5,C00073,1.0,3373,CSCC[C@@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x10ef98e40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef98f80>,0.328125,0,1,0,0,0,0,0,5.0,11.0,2.0,1.0,0.0,1.0,0.0,1.0,149.215
1.21.98.3,C00073,1.0,3373,CSCC[C@@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x10ef98ee0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef970d0>,0.42167632691766493,1,0,0,0,0,0,0,5.0,11.0,2.0,1.0,0.0,1.0,0.0,1.0,149.215
6.1.2.2,C01822,1.0,4946,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,<rdkit.Chem.rdchem.Mol object at 0x10ef98d00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef97030>,0.5613214491646603,0,0,0,0,0,1,0,18.0,36.0,11.0,4.0,0.0,0.0,0.0,3.0,484.50300000000016
2.4.1.301,C01822,1.0,4946,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,<rdkit.Chem.rdchem.Mol object at 0x10ef98da0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef97080>,0.9260130039550117,0,1,0,0,0,0,0,18.0,36.0,11.0,4.0,0.0,0.0,0.0,3.0,484.50300000000016
6.1.2.2,C20684,1.0,172232404,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OC(=O)N)O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef972b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef97170>,0.5613214491646603,0,0,0,0,0,1,0,11.0,15.0,8.0,6.0,1.0,0.0,0.0,8.0,390.24900000000014
6.1.2.2,C00169,1.0,3469,C(=O)(N)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef97350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef97210>,0.5613214491646603,0,0,0,0,0,1,0,1.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,141.019
6.3.4.16,C00169,1.0,3469,C(=O)(N)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef973f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef97120>,0.29074666098323393,0,0,0,0,0,1,0,1.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,141.019
6.3.5.5,C00169,1.0,3469,C(=O)(N)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef97490>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef971c0>,0.3501625647948138,0,0,0,0,0,1,0,1.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,141.019
2.7.2.2,C00169,1.0,3469,C(=O)(N)OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x10ef97530>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef97260>,0.2374457029188487,0,1,0,0,0,0,0,1.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,141.019
6.1.2.2,C20699,1.0,172232419,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COC(=O)N)O)N)O)N,<rdkit.Chem.rdchem.Mol object at 0x10ef975d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef97300>,0.5613214491646603,0,0,0,0,0,1,0,19.0,37.0,12.0,5.0,0.0,0.0,0.0,4.0,527.5280000000001
6.1.2.2,C18001,1.0,96024221,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)N)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N,<rdkit.Chem.rdchem.Mol object at 0x10ef97670>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef973a0>,0.5613214491646603,0,0,0,0,0,1,0,19.0,38.0,10.0,6.0,0.0,0.0,0.0,4.0,510.54500000000024
1.14.13.178,C13747,1.0,586336,CN1C=NC2=C1C(=O)N(C(=O)N2)C,<rdkit.Chem.rdchem.Mol object at 0x10ef97710>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef97440>,0.583389839779885,1,0,0,0,0,0,0,7.0,8.0,2.0,4.0,0.0,0.0,0.0,6.0,180.167
2.1.1.160,C13747,1.0,586336,CN1C=NC2=C1C(=O)N(C(=O)N2)C,<rdkit.Chem.rdchem.Mol object at 0x10ef977b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef974e0>,0.8147319968308486,0,1,0,0,0,0,0,7.0,8.0,2.0,4.0,0.0,0.0,0.0,6.0,180.167
1.14.13.178,C07130,1.0,9340,CN1C2=C(C(=O)N(C1=O)C)NC=N2,<rdkit.Chem.rdchem.Mol object at 0x10ef97850>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef97580>,0.583389839779885,1,0,0,0,0,0,0,7.0,8.0,2.0,4.0,0.0,0.0,0.0,6.0,180.167
1.14.13.178,C07481,1.0,9684,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,<rdkit.Chem.rdchem.Mol object at 0x10ef978f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef97620>,0.583389839779885,1,0,0,0,0,0,0,8.0,10.0,2.0,4.0,0.0,0.0,0.0,6.0,194.194
1.14.13.178,C00067,1.0,3367,C=O,<rdkit.Chem.rdchem.Mol object at 0x10ef97990>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef976c0>,0.583389839779885,1,0,0,0,0,0,0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,30.026
1.14.11.27,C00067,1.0,3367,C=O,<rdkit.Chem.rdchem.Mol object at 0x10ef97a30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef97760>,0.22159879336349927,1,0,0,0,0,0,0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,30.026
1.14.13.179,C00067,1.0,3367,C=O,<rdkit.Chem.rdchem.Mol object at 0x10ef97ad0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef97800>,0.45197642973075325,1,0,0,0,0,0,0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,30.026
1.14.99.48,C00067,1.0,3367,C=O,<rdkit.Chem.rdchem.Mol object at 0x10ef97b70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef978a0>,0.1629782028469751,1,0,0,0,0,0,0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,30.026
1.14.13.178,C07480,1.0,9683,CN1C=NC2=C1C(=O)NC(=O)N2C,<rdkit.Chem.rdchem.Mol object at 0x10ef97c10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef97940>,0.583389839779885,1,0,0,0,0,0,0,7.0,8.0,2.0,4.0,0.0,0.0,0.0,6.0,180.16699999999997
1.14.13.179,C07480,1.0,9683,CN1C=NC2=C1C(=O)NC(=O)N2C,<rdkit.Chem.rdchem.Mol object at 0x10ef97cb0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef979e0>,0.45197642973075325,1,0,0,0,0,0,0,7.0,8.0,2.0,4.0,0.0,0.0,0.0,6.0,180.16699999999997
2.1.1.160,C07480,1.0,9683,CN1C=NC2=C1C(=O)NC(=O)N2C,<rdkit.Chem.rdchem.Mol object at 0x10ef97d50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef97a80>,0.8147319968308486,0,1,0,0,0,0,0,7.0,8.0,2.0,4.0,0.0,0.0,0.0,6.0,180.16699999999997
1.14.13.178,C16353,1.0,47205661,CN1C=NC2=C1C(=O)NC(=O)N2,<rdkit.Chem.rdchem.Mol object at 0x10ef97df0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x10ef97b20>,0.583389839779885,1,0,0,0,0,0,0,6.0,6.0,2.0,4.0,0.0,0.0,0.0,6.0,166.14
